scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1076 Marine Hwy	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1112 IntAptCons	1114 EVOS Rest	1139 AHFC Div	1153 State Land	1169 PCE Endow	1195 SnoMachReg	1197 AK Cap Inc	1210 Renew Ener	1243 SBR	1255 Reapprops	1265 COVID Fed	1269 CSLFRF	Non Funded Appropriations
4895	FY2023 Final Enacted HB281	2023	6855	13	Department of Natural Resources		2	10	AP	Abandoned Mine Lands Reclamation Federal Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	N185	NA  		13	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:10.893	SRWILLHOITE	6/24/2022 21:59:10.893	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698525	Jashryn Mendoza	9074652495	0	The Legislature enacted the Alaska Surface Mining Control and Reclamation Act (SMCRA) in 1983 (AS.27.21). The act's primary purpose is to promote the reclamation of areas mined before the enactment of the federal Surface Mining Control and Reclamation Act of 1977. Conditions on some of these mined areas could endanger public health and safety, have environmental implications, and prevent the beneficial use of or damage land and water resources. This federal grant program funds the inventory and remediation of abandoned coal mining sites and facilities under SMCRA guidelines.	SFCS2 4/27/2022 Combined $1,333.0 Fed from Gov Infrastructure into one bill http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf		X	4533000																											
4895	FY2023 Final Enacted HB281	2023	6865	13	Department of Natural Resources		11	10	AP	National Historic Preservation Fund		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	N192	NA  		2	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.2	SRWILLHOITE	6/24/2022 21:59:34.2	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Jashryn Mendoza	9074652495	40	The National Historic Preservation Fund (NHPF) is a federal grant program to assist states with their historic preservation programs and projects executed through cooperative agreements or grants with federal and local agencies. This program contributes to the department’s mission through development, conservation, and use of Alaska’s heritage properties and is consistent with the public interest and the Alaska Historic Preservation Act. 	"In FY2021, $500,000 Federal was appropriated through LB&A.
Fed removed to tie out to SFCS2 report: http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf"		X	600000	200000																										
4895	FY2023 Final Enacted HB281	2023	6896	16	Department of Transportation/Public Facilities		7	25	AL	Federal-Aid Aviation State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772	TS6L	NA  		9	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.543	SRWILLHOITE	6/24/2022 21:59:39.543	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match is required to pursue approximately $200 million in federal Aviation Improvement Program funds. The match will be used for Rural Airport System airports. The non-federal match share is 6.25%. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. This ROW can be used in lieu of the State matching funds on a federally-funded project.			X		21900000																										
4895	FY2023 Final Enacted HB281	2023	7470	16	Department of Transportation/Public Facilities		15	25	AP*	Airport Improvement Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:11.94	SRWILLHOITE	6/24/2022 21:59:11.94	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956		Federal airport improvements are outlined in the Airport Improvement Program and the International Airports Program. The Airport Improvement Program (AIP) provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible.  	See project allocations for detailed project descriptions. 		X	417000560							29417309								743721												
4895	FY2023 Final Enacted HB281	2023	30432	7	Department of Fish and Game		9	11	AP	Sport Fish Recreational Boating and Angler Access		N	N	5	Natural Resources	6	Construction	G	NA	N	0	F2RA	NA  		1	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.08	SRWILLHOITE	6/24/2022 21:59:35.08	Statewide	99	Statewide (HD 1-40)	CAP 	Paul Cyr	9072672264	Dave Rutz	9072672150	25	This project allows the Division of Sport Fish to continue to construct and upgrade recreational power boating and sport fish angler access facilities statewide using Sport Fish Restoration apportionment funds comprised of 75% federal assistance and 25% non-federal match. Federal regulations require that 15% of the annual Sport Fish Restoration Act (Dingell-Johnson/Wallop-Breaux Amendment) apportionment be dedicated to projects that benefit recreational power boaters. Projects include boat launches, mooring floats, parking lots, restrooms, fish cleaning facilities, and other services or like projects.	"This proposal is a standing capital budget ask for $3,000,000 and is an expenditure that is required as part of grant stipulations associated with Dingell-Johnson grant award funds.  
SFCS2 4/27/2022 added 4.5M Fed; 1.5M GF 
http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf "		X	6750000		1500000			750000																						
4895	FY2023 Final Enacted HB281	2023	30624	16	Department of Transportation/Public Facilities		4	25	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation		N	N	9	Transportation	2	Renewal and Replacement	G	NA	N	0	TS2T	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:28.933	SRWILLHOITE	6/24/2022 21:59:28.933	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	The Alaska Marine Highway System (AMHS) requires annual maintenance and overhaul on vessels and at terminals, particularly components or systems whose failures impact service in the short term.  Annual overhaul of vessels is necessary to pass United States Coast Guard (USGS) inspections and obtain a Certificate of Inspection (COI) necessary to operate in revenue service.			X												20000000																
4895	FY2023 Final Enacted HB281	2023	30628	16	Department of Transportation/Public Facilities		5	25	AP	State Equipment Fleet Replacement		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	0	TS2U	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.11	SRWILLHOITE	6/24/2022 21:59:35.11	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		This project is for replacement and/or refurbishment of equipment and vehicles that have reached the end of their useful life cycles and the continued conversion of vehicles to alternate fuel and related alternate fuel program expenses. Replacing assets that have high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps rental rates that are charged to agencies low.	"SFINSupCS2 added $5M to the project
http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf "		X							30000000																					
4895	FY2023 Final Enacted HB281	2023	30643	16	Department of Transportation/Public Facilities		13	25	AL	Federal Transit Administration Grants		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	6764	TS6S	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.47	SRWILLHOITE	6/24/2022 21:59:39.47	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Competitive grants from the Federal Transit Administration, administered by the Department of Transportation and Public Facilities, used to purchase transit vehicles for elderly and handicapped transportation and cover operating expenses of transit operators.  	There is also a small grant to the state for administering the program. Match for pass-through grants is 9.03% - 43.14% and is provided by the grantee. Match for planning is 20%, provided by the state.  		X	26670000																											
4895	FY2023 Final Enacted HB281	2023	30648	16	Department of Transportation/Public Facilities		3	25	AP	MH: Coordinated Transportation and Vehicles		N	N	9	Transportation	35	Equipment / Commodities	G	NA	Y	0	TT2R	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.753	SRWILLHOITE	6/24/2022 21:59:33.753	Statewide	99	Statewide (HD 1-40)	CAP 			Tammy Kramer	9074654070	0	This project provides competitive grants for Mental Health Trust beneficiaries' coordinated transportation services. It also provides for the purchase of vehicles for beneficiaries where coordinated services are not yet available or appropriate.			X									1000000				300000															
4895	FY2023 Final Enacted HB281	2023	31375	16	Department of Transportation/Public Facilities		11	25	AL	Cooperative Reimbursable Projects		N	N	9	Transportation	6	Construction	G	NA	N	6764	TS6P	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:38.427	SRWILLHOITE	6/24/2022 21:59:38.427	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Cooperative reimbursable authority is required to allow the Department to bill entities for non-federal and non-State participating work.			X	5000000														10000000													
4895	FY2023 Final Enacted HB281	2023	32552	13	Department of Natural Resources		10	10	AP	Land and Water Conservation Fund Federal Grant Program		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	N191	NA  		16	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.14	SRWILLHOITE	6/24/2022 21:59:33.14	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Jashryn Mendoza	9074652495		"The Land and Water Conservation Fund (LWCF) is a federal 50-50 matching grant program for development or acquisition of public outdoor recreation areas and facilities. Each project provides short-term jobs in planning, construction, and management during the development phase, and long-term positive economic impacts. The State of Alaska typically uses half of its annual federal appropriation for State park projects, while the other half is granted to competing local governments (cities, boroughs or tribes) for public outdoor recreation projects within their jurisdictions. Recently, the apportionment for LWCF and a related fund through the Gulf of Mexico Energy Security Act (GOMESA) have increased dramatically.
"			X	2600000	1600000																										
4895	FY2023 Final Enacted HB281	2023	32610	16	Department of Transportation/Public Facilities		101	25	AP*	Surface Transportation Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		0	7/1/2022	6/30/2027	JTLAGUNDINO	6/27/2022 10:34:02.043	JTLAGUNDINO	6/27/2022 10:34:02.043	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956	9	This project is for federal surface transportation improvements as outlined in the Statewide Transportation Improvement Program (STIP), the Fixing America's Surface Transportation Act (FAST), and the annual federal appropriations acts. The STIP is the state’s four-year program for transportation system preservation and development. It includes interstate, state and some local highways, bridges, ferries and public transportation, but does not include airports or non-ferry-related ports and harbors. It covers all system improvements for which partial or full federal funding is approved and that are expected to take place during the duration of the STIP.			X	868509954																											
4895	FY2023 Final Enacted HB281	2023	32950	2	Department of Commerce, Community, and Economic Development		19	8	AP	Alaska Energy Authority - Electrical Emergencies Program		N	N	8	Development	16	Energy	G	NA	N	0	DW02	NA  		7	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:12.173	SRWILLHOITE	6/24/2022 21:59:12.173	Statewide	99	Statewide (HD 1-40)	CAP 	Tim Sandstrom	9077713061	Curtis W. Thayer	9077713000		The Alaska Energy Authority’s (AEA) Electrical Emergencies program is critical to rural communities. Electrical emergencies can result in the loss of communications, lights, refrigeration systems, washeterias, water and sewer systems, and the use of other basic infrastructure and equipment. The program contributes to the Department's mission of promoting a healthy economy and strong communities, as electricity is considered essential for both community development and economic growth.	AEA received $200,000 in the FY2022 and anticipates funds will be depleted or nearly depleted by FY2023.		X			200000																									
4895	FY2023 Final Enacted HB281	2023	33485	16	Department of Transportation/Public Facilities		14	25	AL	Highway Safety Grants Program		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	TS6T	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:40.8	SRWILLHOITE	6/24/2022 21:59:40.8	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		The Alaska Highway Safety Office coordinates highway safety programming through federally-funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with State, tribal, and local governments. Per AS 19.10.075(b), this allocation includes $130,574 representing an amount equal to 50% of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2021 that was previously budgeted in the operating budget to be used for highway safety programs and grants.			X	8000000		130574																									
4895	FY2023 Final Enacted HB281	2023	33647	7	Department of Fish and Game		8	11	AP	Pacific Coastal Salmon Recovery Fund		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	FMPW	NA  		3	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.34	SRWILLHOITE	6/24/2022 21:59:34.34	Statewide	99	Statewide (HD 1-40)	CAP 	Peter Bangs	9074658154	Sam Rabung	9074654210	33	This project allows the Department to continue receiving federal grant funds from the Pacific Coastal Salmon Recovery Fund. Projects are selected through a competitive process, with funding supporting stock assessment, harvest monitoring, and habitat projects. The 33% match requirement is passed on to the project funding recipients. Projects support the sustainability of Alaska salmon, enhance the ability of the Department to manage fisheries, and contribute to the economy and food security of the people of Alaska.			X	4400000																											
4895	FY2023 Final Enacted HB281	2023	33670	9	Department of Health		1	16	AP	MH: Deferred Maintenance and Accessibility Improvements		N	Y	4	Health/Human Services	4	Deferred Maintenance	G	NA	Y	0	U573	STAT	Various	4	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.8	WCBELKNAP	6/28/2022 12:57:40.415	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	Capital grant funds offered competitively to providers serving Alaska Mental Health Trust beneficiaries will be awarded statewide to agencies on a competitive basis for deferred maintenance, including facility renovation and repair, energy efficiency upgrades, and accessibility improvements. This project contributes to the department’s mission “To promote and protect the health and well-being of Alaskans”. The funds are needed to keep program facilities operational and accessible.	Replaces existing FY2023 capital project; amended so that the agency responsible is transferred from Family and Children Services to Department of Health to align with agency's strategic mission. 		X									250000				250000															
4895	FY2023 Final Enacted HB281	2023	33671	9	Department of Health		3	16	AP	MH: Home Modification and Upgrades to Retain Housing		N	N	4	Health/Human Services	5	Renovation and Remodeling	G	NA	Y	0	U572	STAT	Various	5	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.917	WCBELKNAP	6/28/2022 12:57:47.824	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	This is a competitive capital grant program that provides housing modifications for persons with special needs. People are able to remain in their homes, thus reducing costs of providing supported housing or moving to institutional housing.			X									1050000				100000															
4895	FY2023 Final Enacted HB281	2023	33672	9	Department of Health		2	16	AP	MH: Essential Program Equipment		N	N	4	Health/Human Services	35	Equipment / Commodities	G	NA	Y	0	U571	STAT	Various	0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:33.83	WCBELKNAP	6/28/2022 12:57:52.019	Statewide	99	Statewide (HD 1-40)	CAP 		          	Linnea Osborne	9074656333	0	This is a periodic competitive capital grant project administered by the Department of Health. Grantees are able to purchase durable goods such as snow blowers, kitchen equipment, therapeutic equipment, etc., that are essential to the core services and programs offered to clients. This capital project is offered every other year.			X									300000				300000															
4895	FY2023 Final Enacted HB281	2023	37769	13	Department of Natural Resources		6	10	AP	Community Wildfire Defense Grants		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	N201	NA  		10	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:30.873	SRWILLHOITE	6/24/2022 21:59:30.873	Statewide	99	Statewide (HD 1-40)	CAP 	Helge Eng	9074512660	Jashryn Mendoza	9074652495	0	This project provides receipt authority for federal and local government funded projects including competitive grant awards for hazardous fuels reduction, wildfire and prevention education, special forest disease surveys, forest restoration projects, biomass inventories, towns and cities targeted for community forestry projects, and tree plantings and forest stewardship plans. Other program areas complete work as part of the forest inventory and analysis (FIA) program, Good Neighbor Authority (GNA) projects with the USFS on federal lands in the Tongass and Chugach National Forests, Challenge Cost Share projects with the Tongass National Forest and agreements for one-time local government funded field projects.	SFCS2 4/27/2022 moved from Infrastructure to SB164 http://www.legfin.state.ak.us/BudgetReports/LY2022/Capital/SenateFinanceCS2/CapitalProjectDetailByAgency.pdf		X	10000000																											
4895	FY2023 Final Enacted HB281	2023	38424	16	Department of Transportation/Public Facilities		12	25	AL	Federal Emergency Projects		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	TS6R	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:39.43	SRWILLHOITE	6/24/2022 21:59:39.43	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Emergency federal funds are available from the Federal Highway Administration for declared emergencies. Money spent within 180 days of a declared emergency is funded at 100% federal; after the 180th day, State matching funds of approximately 9% are required. This appropriation may be used to address issues of an emergency nature with federal airport or highway formula funds.  			X	10000000																											
4895	FY2023 Final Enacted HB281	2023	38946	2	Department of Commerce, Community, and Economic Development		34	8	AP	Community Block Grants		N	N	8	Development	34	Life / Health / Safety	G	NA	N	0	DW12	NA  	Various	2	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:30.743	SRWILLHOITE	6/24/2022 21:59:30.743	Statewide	99	Statewide (HD 1-40)	CAP 			Micaela Fowler	9074652506		Community Block Grants encompass multiple federally funded programs, enabling the Department of Commerce, Community and Economic Development (DCCED) to provide grants to communities and non-profits that provide services and/or benefits for low to moderate income individuals.  			X	6250000	65000																										
4895	FY2023 Final Enacted HB281	2023	38948	2	Department of Commerce, Community, and Economic Development		36	8	AP	National Petroleum Reserve - Alaska Impact Grant Program		Y	N	8	Development	34	Life / Health / Safety	G	NA	N	0		NA  	Various	3	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:34.233	SRWILLHOITE	6/24/2022 21:59:34.233	North Slope Borough	40	Arctic (HD 40)	CAP 			Micaela Fowler	9074652506	0	The National Petroleum Reserve - Alaska (NPR-A) program provides grants to communities for public facilities and services. Priority is given to those communities directly or severely impacted by the leases and development of oil and gas within the NPR-A. Funding comes from the federal government as a share of the funds received on leases issued within NPR-A. The project total amount is based on an estimate for FY2021 revenues. 	Approved for grant under National Petroleum Reserve-Alaska Impact Grant Program under AS 37.05.530(a). 		X										13800000																		
4895	FY2023 Final Enacted HB281	2023	41376	5	Department of Environmental Conservation		5	18	AP*	Village Safe Water and Wastewater Infrastructure Projects		N	N	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0		STAT	Various	1	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:35.61	SRWILLHOITE	6/24/2022 21:59:35.61	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	The Village Safe Water program provides financial and technical assistance to rural communities to plan, design, and construct water and sewer system improvements. Sixty percent of the funding provides first-time service to communities while forty percent is used for expansion, upgrade, and replacement of existing service.			X	97250000	19500000													500000													
4895	FY2023 Final Enacted HB281	2023	41923	16	Department of Transportation/Public Facilities		9	25	AL	Other Federal Program Match		N	N	9	Transportation	6	Construction	G	NA	N	60772	TS6N	NA  		0	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:42.5	SRWILLHOITE	6/24/2022 21:59:42.5	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match required for federal programs funded by the National Highway Transportation Safety Administration, the Federal Motor Carrier Safety Administration, and the Federal Transit Administration.  			X		1300000																										
4895	FY2023 Final Enacted HB281	2023	41959	2	Department of Commerce, Community, and Economic Development		39	8	AP	Arctic Winter Games Team Alaska - State Participation Grant 		Y	N	8	Development	31	Economic Assistance	G	Named Recipient	N	0	DK53	RECI	Arctic Winter Games State Team Alaska 	375	7/1/2022	6/30/2027	SRWILLHOITE	6/24/2022 21:59:29.967	SRWILLHOITE	6/24/2022 21:59:29.967	Statewide	99	Statewide (HD 1-40)	CAP 			Catherine Reardon	9074652506		"Team Alaska was established by the state in 1968 as a statewide organization to organize, select, uniform, and transport Alaska's young athletes to the biennial international Arctic Winter Games. More than 20 sporting events, traditional dance, and music make the Arctic Winter Games a very important cultural event for young Alaskans. 

This project will provide funding for the annual international registration fee for the biennial annual Arctic Winter Games.
"	Amendment by Senator Wilson		X			1000000																									
