SCENARIO_ID	SCENARIO_NAME	DEPT	PROJ_ORDER	REFNUM	ALAP	PROJ_TITLE	PROJ_CAT	PROJ_TYPE	UGF_AMOUNT	DGF_AMOUNT	O_AMOUNT	F_AMOUNT	PROJ_TOTAL
4557	FY2022 Governor Amend	FishGm	2	63239	AP	Pacific Cod Disaster Funding - 2018 Gulf of Alaska	Natural Resources	Research / Studies / Planning	0	0	0	1000000	1000000
4557	FY2022 Governor Amend	FishGm	3	62863	AP	Copper River Boat Launch Facilities Improvements	Transportation	Parks / Recreation	0	0	165000	0	165000
4557	FY2022 Governor Amend	FishGm	5	43322	AP	Facilities, Vessels and Aircraft Maintenance, Repair and Upgrades	Natural Resources	Renewal and Replacement	0	500000	0	0	500000
4557	FY2022 Governor Amend	FishGm	6	33647	AP	Pacific Coastal Salmon Recovery Fund	Natural Resources	Research / Studies / Planning	0	0	0	4400000	4400000
4557	FY2022 Governor Amend	FishGm	7	30432	AP	Sport Fish Recreational Boating and Angler Access	Natural Resources	Construction	0	0	750000	2250000	3000000
4557	FY2022 Governor Amend	FishGm	8	60594	AP	Wildlife Management, Research and Hunting Access	Natural Resources	Research / Studies / Planning	0	0	2500000	7500000	10000000
4557	FY2022 Governor Amend	Gov	0	63320	AP	2020 Ballot Measure Number 2 Implementation	General Government	Information Technology / Systems / Communication	803600	0	0	0	803600
4557	FY2022 Governor Amend	Gov	1	62700	AP	Statewide Deferred Maintenance, Renovation, and Repair	General Government	Deferred Maintenance	0	49250000	0	0	49250000
4557	FY2022 Governor Amend	M&VA	0	61869	AP	State Homeland Security Grant Programs	Public Protection	Life / Health / Safety	0	0	0	7500000	7500000
4557	FY2022 Governor Amend	M&VA	0	62827	AP	Mass Notification System - Joint Base Elmendorf Richardson (JBER)	Public Protection	Life / Health / Safety	2500000	0	0	2500000	5000000
4557	FY2022 Governor Amend	M&VA	0	63235	AP	Joint Base Elmendorf Richardson (JBER) Digital Control, Generator, and Preventative Maintenance	Public Protection	Deferred Maintenance	3812500	0	0	4037500	7850000
4557	FY2022 Governor Amend	M&VA	0	63236	AP	Kotzebue Tarmac Repair and Maintenance 	Public Protection	Life / Health / Safety	4812500	0	0	387500	5200000
4557	FY2022 Governor Amend	NatRes	0	63137	AP	EVOS Eagle Rock (Bookey Parcel) Improvements	Natural Resources	Economic Assistance	0	0	6419010	0	6419010
4557	FY2022 Governor Amend	NatRes	0	63141	AP	Agriculture Specialty Crop Block Grant	Natural Resources	Life / Health / Safety	0	0	0	4500000	4500000
4557	FY2022 Governor Amend	NatRes	0	63328	AP	Critical Information Database and Dashboard	Natural Resources	Research / Studies / Planning	200000	0	0	600000	800000
4557	FY2022 Governor Amend	NatRes	2	62895	AP	EVOS Kenai River Bookey Parcel Purchase	Development	Parks / Recreation	0	0	2300000	0	2300000
4557	FY2022 Governor Amend	NatRes	4	61849	AP	Critical Minerals Mapping - Earth MRI (3DEEP)	Natural Resources	Research / Studies / Planning	500000	0	200000	1500000	2200000
4557	FY2022 Governor Amend	NatRes	6	6855	AP	Abandoned Mine Lands Reclamation Federal Program	Natural Resources	Life / Health / Safety	0	0	0	3200000	3200000
4557	FY2022 Governor Amend	NatRes	7	60937	AP	Geological Mapping for Energy Development (USGS STATEMAP)	Natural Resources	Research / Studies / Planning	300000	0	0	600000	900000
4557	FY2022 Governor Amend	NatRes	8	37762	AP	Cooperative Water Resource Program Pass-through to USGS for Stream Gaging Projects	Natural Resources	Water / Sewer / Solid Waste	0	0	300000	0	300000
4557	FY2022 Governor Amend	NatRes	9	37769	AP	Federal and Local Government Funded Forest Resource and Fire Program	Natural Resources	Life / Health / Safety	0	0	0	7000000	7000000
4557	FY2022 Governor Amend	NatRes	9	54913	AP	Dam Safety Industry Projects Application Review	Natural Resources	Construction	0	0	400000	0	400000
4557	FY2022 Governor Amend	NatRes	10	62874	AP	Land Sales - New Subdivision Development	Development	Renewal and Replacement	0	500000	0	0	500000
4557	FY2022 Governor Amend	NatRes	12	32552	AP	Land and Water Conservation Fund Federal Grant Program	Natural Resources	Parks / Recreation	2152655	0	0	3500000	5652655
4557	FY2022 Governor Amend	NatRes	13	6865	AP	National Historic Preservation Fund	Natural Resources	Parks / Recreation	0	0	200000	600000	800000
4557	FY2022 Governor Amend	NatRes	14	6854	AP	National Recreational Trails Federal Grant Program	Natural Resources	Parks / Recreation	0	100000	0	1500000	1600000
4557	FY2022 Governor Amend	NatRes	15	61854	AP	State Park Electronic Fee Stations	Natural Resources	Parks / Recreation	0	220000	0	0	220000
4557	FY2022 Governor Amend	PubSaf	0	35825	AP	Marine Fisheries Patrol Improvements	Public Protection	Life / Health / Safety	0	0	0	1100000	1100000
4557	FY2022 Governor Amend	PubSaf	0	63167	AP	Fire & Life Safety Vehicles	Public Protection	Life / Health / Safety	150000	0	0	0	150000
4557	FY2022 Governor Amend	PubSaf	0	63168	AP	Crime Laboratory Equipment Replacement	Public Protection	Life / Health / Safety	300000	0	0	0	300000
4557	FY2022 Governor Amend	PubSaf	0	63242	AP	Replace Training Video Simulator	Public Protection	Life / Health / Safety	240000	0	0	0	240000
4557	FY2022 Governor Amend	PubSaf	0	63243	AP	AWT Law Enforcement Equipment and Off-Highway Vehicle Replacement	Public Protection	Life / Health / Safety	750000	0	0	0	750000
4557	FY2022 Governor Amend	PubSaf	0	63244	AP	AST Law Enforcement Equipment Replacement	Public Protection	Life / Health / Safety	500000	0	0	0	500000
4557	FY2022 Governor Amend	PubSaf	0	63245	AP	Vehicle Replacement	Public Protection	Life / Health / Safety	1233600	0	0	0	1233600
4557	FY2022 Governor Amend	Rev	1	60777	AP	AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)	Health/Human Services	Life / Health / Safety	1500000	0	0	0	1500000
4557	FY2022 Governor Amend	Rev	2	49395	AP	AHFC Teacher, Health and Public Safety Professionals Housing	Development	Economic Assistance	1750000	0	500000	0	2250000
4557	FY2022 Governor Amend	Rev	3	6351	AP	AHFC Energy Efficiency Research	Development	Energy	500000	0	0	0	500000
4557	FY2022 Governor Amend	Rev	4	6334	AP	AHFC Senior Citizens Housing Development Program	Development	Construction	1750000	0	0	0	1750000
4557	FY2022 Governor Amend	Rev	5	6347	AP	AHFC Housing and Urban Development Federal HOME Grant	Development	Economic Assistance	750000	0	0	4000000	4750000
4557	FY2022 Governor Amend	Rev	6	6342	AP	AHFC Housing and Urban Development Capital Fund Program	Development	Renewal and Replacement	0	0	0	3200000	3200000
4557	FY2022 Governor Amend	Rev	7	6348	AP	AHFC Federal and Other Competitive Grants	Health/Human Services	Life / Health / Safety	1500000	0	0	6000000	7500000
4557	FY2022 Governor Amend	Rev	8	6350	AP	AHFC Competitive Grants for Public Housing	Health/Human Services	Life / Health / Safety	350000	0	0	750000	1100000
4557	FY2022 Governor Amend	Rev	9	6323	AP	AHFC Supplemental Housing Development Program	Development	Construction	1500000	0	0	0	1500000
4557	FY2022 Governor Amend	Rev	10	50683	AP	AHFC Energy Programs Weatherization	Health/Human Services	Life / Health / Safety	0	0	0	3000000	3000000
4557	FY2022 Governor Amend	Rev	11	45390	AP	MH: AHFC Homeless Assistance Program	Health/Human Services	Economic Assistance	6250000	0	950000	0	7200000
4557	FY2022 Governor Amend	Rev	12	6360	AP	MH: AHFC Beneficiary and Special Needs Housing	Health/Human Services	Life / Health / Safety	0	1500000	200000	0	1700000
4557	FY2022 Governor Amend	Trans	0	63329	AP	Anton Anderson Memorial and Portage Lake Tunnel Capital Improvements	Transportation	Deferred Maintenance	0	0	175600	0	175600
4557	FY2022 Governor Amend	Trans	2	62693	AP	Computerized Maintenance Management System (CMMS) - Year 3	Transportation	Information Technology / Systems / Communication	1509486	0	0	0	1509486
4557	FY2022 Governor Amend	Trans	3	63122	AP	Weigh Station Scale Repairs	General Government	Construction	1000000	0	0	0	1000000
4557	FY2022 Governor Amend	Trans	4	30624	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation	Transportation	Renewal and Replacement	15000000	0	0	0	15000000
4557	FY2022 Governor Amend	Trans	5	30628	AP	State Equipment Fleet Replacement	Transportation	Equipment / Commodities	0	0	22000000	0	22000000
4557	FY2022 Governor Amend	Trans	7	61000	AL	Alaska International Airport System	Transportation	Construction	0	0	21522059	47200000	68722059
4557	FY2022 Governor Amend	Trans	8	61033	AL	Rural Airport Improvement Program	Transportation	Construction	0	0	0	190000000	190000000
4557	FY2022 Governor Amend	Trans	9	63151	AL	Alaska International Airport System Reimbursable Projects	Fund Transfers	Construction	0	0	5000000	5000000	10000000
4557	FY2022 Governor Amend	Trans	10	32610	AP	Surface Transportation Program	Transportation	Construction	0	0	0	680000000	680000000
4557	FY2022 Governor Amend	Trans	12	6896	AL	Federal-Aid Aviation State Match	Transportation	Construction	0	0	14700000	0	14700000
4557	FY2022 Governor Amend	Trans	13	32609	AL	Federal-Aid Highway State Match	Transportation	Construction	0	0	71200000	0	71200000
4557	FY2022 Governor Amend	Trans	14	41923	AL	Other Federal Program Match	Transportation	Construction	1300000	0	0	0	1300000
4557	FY2022 Governor Amend	Trans	16	31375	AL	Cooperative Reimbursable Projects	Transportation	Construction	0	0	10000000	5000000	15000000
4557	FY2022 Governor Amend	Trans	17	38424	AL	Federal Emergency Projects	Transportation	Life / Health / Safety	0	0	0	10000000	10000000
4557	FY2022 Governor Amend	Trans	18	30643	AL	Federal Transit Administration Grants	Transportation	Equipment / Commodities	0	0	0	10000000	10000000
4557	FY2022 Governor Amend	Trans	19	33485	AL	Highway Safety Grants Program	Transportation	Life / Health / Safety	33858	0	0	8000000	8033858
4557	FY2022 Governor Amend	Trans	20	61884	AP	Federal-Aid Highway Project Match Credits	Transportation	Construction	0	1000000	0	0	1000000
4557	FY2022 Governor Amend	Trans	22	30648	AP	MH: Coordinated Transportation and Vehicles	Transportation	Equipment / Commodities	1000000	0	300000	0	1300000
