scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	om_100_bef	om_200_bef	om_300_bef	om_400_bef	om_500_bef	om_600_bef	om_700_bef	om_800_bef	om_startup	om_100_aft	om_200_aft	om_300_aft	om_400_aft	om_500_aft	om_600_aft	om_700_aft	om_800_aft	pft_bef	ppt_bef	tmp_bef	pft_new	ppt_new	tmp_new	beg_date	end_date	tic_tac_status	create_by	create_time	change_by	change_time	location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1112 IntAptCons	1113 AHFC Bonds	1139 AHFC Div	1153 State Land	1169 PCE Endow	1197 AK Cap Inc	1200 VehRntlTax	1214 WhitTunnel	1268 MH Tr Res	Non Funded Appropriations
4557	FY2022 Governor Amend	2022	63223	30	Department of Corrections	0	20	AP	Point Mackenzie Correctional Farm Produce Processing Plant 		N	N	10	General Government	34	Life / Health / Safety	N	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:23.52	SRWILLHOITE	2/16/2021 17:16:23.52	Point Mackenzie	8	Big Lake/Point Mackenzie (HD 8)	CAP 	Dan Aicher	9072697358	April Wilkerson	9074653460	0	Establish and implement a Prison Industry (PI) Produce Processing Plant. These funds would meet the equipment purchase and the needs to construct a fully functional processing plant and large freezer units. Point Mackenzie Correctional Farm would be able to process the produce and provide long term freezer storage for year-round distribution to all correctional facilities statewide.			X			1500000																					
4557	FY2022 Governor Amend	2022	49698	60	Department of Environmental Conservation	1	18	AP	Clean Water Capitalization Grant Subsidy		N	N	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VD55	NA  		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026		SRWILLHOITE	2/16/2021 17:16:20.41	SRWILLHOITE	2/16/2021 17:16:20.41	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307		The Department of Environmental Conservation is required to issue subsidies as a condition of the Clean Water Loan Fund Capitalization Grant.			X											2000000													
4557	FY2022 Governor Amend	2022	49697	60	Department of Environmental Conservation	2	18	AP	Drinking Water Capitalization Grant Subsidy		N	N	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VD84	NA  		4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026		SRWILLHOITE	2/16/2021 17:16:21.67	SRWILLHOITE	2/16/2021 17:16:21.67	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307		The Department of Environmental Conservation is required to issue subsidies as a condition of the Drinking Water Loan Fund Capitalization Grant.			X													5800000											
4557	FY2022 Governor Amend	2022	41376	60	Department of Environmental Conservation	3	18	AP*	Village Safe Water and Wastewater Infrastructure Projects		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0		STAT	Various	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2022	6/30/2027	NA	SRWILLHOITE	2/16/2021 17:16:24.193	SRWILLHOITE	2/16/2021 17:16:24.193	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	"This request amends the original Governor’s FY2022 capital budget request by adding $2,332,000.00 for a new requested total of $70,812,000.00. This change is due to our Congressional delegation securing additional federal funds to support the program, which requires additional State match.

The Village Safe Water program provides financial and technical assistance to rural communities to plan, design, and construct water and sewer system improvements. Sixty percent of the funding provides first-time service to communities while forty percent is used for expansion, upgrade, and replacement of existing service."	 		X	52250000													500000		18062000								
4557	FY2022 Governor Amend	2022	49749	60	Department of Environmental Conservation	4	18	AL	Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	41376		NA  	Various	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2022	6/30/2027		SRWILLHOITE	2/16/2021 17:16:25.23	SRWILLHOITE	2/16/2021 17:16:25.23	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	"This request amends the original Governor’s FY2022 capital budget request reducing by $2,213,200.00 for a new requested total of $28,324,800.00. This change corrects a technical error in the original requested State match portion between the allocations of this appropriation.

Provides grant funding for expansion, upgrade, and replacement of existing service to communities to plan, design, and construct drinking water and sanitation facilities.  "			X	20900000													200000		7224800								
4557	FY2022 Governor Amend	2022	49748	60	Department of Environmental Conservation	5	18	AL	Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	41376		NA  	Various	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2022	6/30/2027		SRWILLHOITE	2/16/2021 17:16:25.26	SRWILLHOITE	2/16/2021 17:16:25.26	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307		"This request amends the original Governor’s FY2022 capital budget request by adding $4,545,200.00 for a new requested total of $42,487,200.00. This change is due to our Congressional delegation securing additional federal funds to support the program, which requires additional State match. It also corrects a technical error in the original requested State match portion between the allocations of this appropriation.

Provides grant funding for first time service to communities to plan, design, and construct drinking water and sanitation facilities."			X	31350000													300000		10837200								
4557	FY2022 Governor Amend	2022	48948	70	Department of Fish and Game	1	11	AP	Pacific Salmon Treaty Chinook Fishery Mitigation		N	N	5	Natural Resources	33	Research / Studies / Planning	O	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:23.443	SRWILLHOITE	2/16/2021 17:16:23.443	Statewide	99	Statewide (HD 1-40)	CAP 			Sam Rabung	9074654210	0	The Southeast Alaska Chinook Salmon Fishery Mitigation Program was established in 2009 as part of the Pacifica Salmon Treaty (Treaty) negotiations. The Treaty was designed to alleviate economic impacts resulting from the 15 percent reduction in Chinook salmon harvest levels under the 2009 revision of the Treaty. This program continues to be necessary due to an additional 7.5 percent reduction in Chinook harvest levels under the 2019 revision. Alaska’s willingness to accept another loss to Chinook fisheries was predicated, in part, on a mitigation package designed to offset economic consequences.			X	7700000																							
4557	FY2022 Governor Amend	2022	63237	70	Department of Fish and Game	1	11	AP	2018 Sockeye Salmon Disaster - Chignik Area		N	N	5	Natural Resources	33	Research / Studies / Planning	O	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:14.73	SRWILLHOITE	2/16/2021 17:16:14.73	Chignik	37	Bristol Bay/Aleutians/Upper Kuskokwim (HD 37)	CAP 	Peter Bangs	9074658154	Sam Rabung	9074654210	0	The Secretary of Commerce announced on February 27, 2020, that the National Marine Fisheries Service (NOAA Fisheries) allocated $10,327,039 for the 2018 Chignik Area sockeye salmon fishery disaster relief. The State of Alaska is working with affected stakeholders and NOAA Fisheries to identify funding priorities and develop a distribution plan for the disaster funds. The Pacific States Marine Fisheries Commission will administer the federal grant and distribute funds. Part of the funding may be allocated to the Department of Fish & Game for research and administrative support. This funding is estimated to be approximately $2,000,000. 			X	2000000																							
4557	FY2022 Governor Amend	2022	43347	70	Department of Fish and Game	2	11	AP	Endangered Species Act - Legal and Research Needs to Protect State Right to Manage		N	N	5	Natural Resources	33	Research / Studies / Planning	U	NA	N	0	F5ER	NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:21.89	SRWILLHOITE	2/16/2021 17:16:21.89	Statewide	99	Statewide (HD 1-40)	CAP 	Chris Krenz	9074655157	Eddie Grasser	9072672339	25	This capital project provides funds to fight unnecessary Endangered Species Act (ESA) actions. It will help the state to avoid federal ESA regulatory burdens and maintain the state’s right to manage fish and wildlife. This project enables the state’s legal and scientific engagement on ESA issues.			X	3000000	250000	750000																					
4557	FY2022 Governor Amend	2022	63239	70	Department of Fish and Game	2	11	AP	Pacific Cod Disaster Funding - 2018 Gulf of Alaska		N	N	5	Natural Resources	33	Research / Studies / Planning	O	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:23.41	SRWILLHOITE	2/16/2021 17:16:23.41	Statewide	99	Statewide (HD 1-40)	CAP 			Sam Rabung 	9074654210	0	The Secretary of Commerce announced on February 27, 2020, that the National Marine Fisheries Service (NOAA Fisheries) allocated $24,416,440 for 2018 Gulf of Alaska Pacific cod fishery disaster relief. The State of Alaska is working with affected stakeholders and NOAA Fisheries to identify funding priorities and develop a distribution plan for the disaster funds. The Pacific States Marine Fisheries Commission will administer the federal grant and distribute funds. Part of the funding may be allocated to the Department of Fish & Game for research and administrative support. This funding is estimated to be approximately $1,000,000. 			X	1000000																							
4557	FY2022 Governor Amend	2022	62863	70	Department of Fish and Game	3	11	AP	Copper River Boat Launch Facilities Improvements		N	N	9	Transportation	39	Parks / Recreation	O	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:20.613	SRWILLHOITE	2/16/2021 17:16:20.613	Chitina	6	Eielson/Denali/Upper Yukon/Border (HD 6)	CAP 	Tim Viavant	9074597266	Dave Rutz	9072672150	0	This project establishes a match appropriation to meet the Federal Lands Access Projects (FLAP) grant award the Department of Transportation & Public Facilities has received. This allows the department to improve/enhance parking issues on the McCarthy Road Boat Access site near the McCarthy Bridge and inside the Wrangell-St.Elias National Park and Preserve. This access site is an important entry point for users to both the Glennallen subsistence fishery and the Chitina dipnet fishery on the Copper River. Trespassing and parking issues have been contentious for a number of years at this access point and have required a number of multi-agency meetings to resolve.			X						165000																		
4557	FY2022 Governor Amend	2022	43322	70	Department of Fish and Game	5	11	AP	Facilities, Vessels and Aircraft Maintenance, Repair and Upgrades		N	N	5	Natural Resources	2	Renewal and Replacement	G	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:22.14	SRWILLHOITE	2/16/2021 17:16:22.14	Statewide	99	Statewide (HD 1-40)	CAP 	Melissa Hill	9074654208	Dayna Mackey	9074656077		This project is an annual need for facility, vessel, and aircraft maintenance, repair, and upgrades. The project helps maintain department facilities, six research vessels used to support fishery monitoring efforts and stock assessment programs, and 15 research aircraft used to support commercial fisheries, sport fishing, and wildlife conservation research and monitoring and intensive management programs.			X																				500000				
4557	FY2022 Governor Amend	2022	33647	70	Department of Fish and Game	6	11	AP	Pacific Coastal Salmon Recovery Fund		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:23.363	SRWILLHOITE	2/16/2021 17:16:23.363	Statewide	99	Statewide (HD 1-40)	CAP 	Peter Bangs	9074658154	Sam Rabung	9074654210	33	This project allows the department to continue receiving federal grant funds from the Pacific Coastal Salmon Recovery Fund. Projects are selected through a competitive process, with funding supporting stock assessment, harvest monitoring, and habitat projects. The 33% match requirement is passed on to the project funding recipients. Projects support the sustainability of Alaska salmon, enhance the ability of the department to manage fisheries, and contribute to the economy and food security of the people of Alaska.			X	4400000																							
4557	FY2022 Governor Amend	2022	30432	70	Department of Fish and Game	7	11	AP	Sport Fish Recreational Boating and Angler Access		N	N	5	Natural Resources	6	Construction	G	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:23.82	SRWILLHOITE	2/16/2021 17:16:23.82	Statewide	99	Statewide (HD 1-40)	CAP 	Paul Cyr	9072672264	Dave Rutz	9072672150	25	This project allows the Division of Sport Fish to continue to construct and upgrade recreational power boating and sport fish angler access facilities statewide using Sport Fish Restoration apportionment funds comprised of 75% federal assistance and 25% non-federal match. Federal regulations require that 15% of the annual Sport Fish Restoration Act (Dingell-Johnson/Wallop-Breaux Amendment) apportionment be dedicated to projects that benefit recreational power boaters. Projects include boat launches, mooring floats, parking lots, restrooms, fish cleaning facilities, and other services or like projects.	This proposal is a standing capital budget ask for $3,000,000.  		X	2250000					750000																		
4557	FY2022 Governor Amend	2022	60594	70	Department of Fish and Game	8	11	AP	Wildlife Management, Research and Hunting Access		N	Y	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:24.49	SRWILLHOITE	2/16/2021 17:16:24.49	Statewide	99	Statewide (HD 1-40)	CAP 	Greg Williams	9074656194	Eddie Grasser	9072672339	25	This multi-year project designates significant short-term investments in the wildlife management infrastructure to use an increase of available federal Pittman-Robertson Wildlife Restoration funding. The project enables the department to plan for hunter access improvements.			X	7500000					50000								2450000										
4557	FY2022 Governor Amend	2022	63320	80	Office of the Governor	0	1	AP	2020 Ballot Measure Number 2 Implementation		N	N	10	General Government	36	Information Technology / Systems / Communication	N	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2023	NA	SRWILLHOITE	2/16/2021 17:16:14.777	SRWILLHOITE	2/16/2021 17:16:14.777	Statewide	99	Statewide (HD 1-40)	CAP 			Gail Fenumiai, Elections Director	9074654611	0	Compliance with Ballot Measure 2, the Alaska Better Elections Initiative (AKBE), establishes ranked-choice voting for the general election. To implement these new provisions, the Division of Elections requests funding for a new ballot tabulation module, election management software modifications, voter education, and other costs to ensure full implementation for the 2022 elections cycle.			X			803600																					
4557	FY2022 Governor Amend	2022	62700	80	Office of the Governor	1	1	AP	Statewide Deferred Maintenance, Renovation, and Repair		N	N	10	General Government	4	Deferred Maintenance	G	NA	N	0	G339	NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2026	NA	SRWILLHOITE	2/16/2021 17:16:24.037	SRWILLHOITE	2/16/2021 17:16:24.037	Statewide	99	Statewide (HD 1-40)	CAP 			OMB - Neil Steininger	9074654660	0	Statewide critical deferred maintenance, renewal, replacement, repair, renovation, repurposing and other miscellaneous capital projects.	The Governor's office will work with the Department of Transportation and Public Facilities, Division of Facilities Services along with state agencies to identify statewide deferred maintenance needs and determine priority ranking to best utilize these funds.		X																				49250000				
4557	FY2022 Governor Amend	2022	63336	90	Department of Health	0	6	AP	Reappropriate Capital Projects from Department of Health and Social Services to Department of Health		Y	N	10	General Government	4	Deferred Maintenance	N	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2025	NA	SRWILLHOITE	2/16/2021 17:16:23.63	SRWILLHOITE	2/16/2021 17:16:23.63	Statewide	99	Statewide (HD 1-40)	CAP 			Sylvan Robb	9074651630	0	The available balances, including encumbered amounts, of the following appropriations are reappropriated from the Department of Health and Social Services to the Department of Health in FY2022.			X																								0
4557	FY2022 Governor Amend	2022	63338	90	Department of Health	0	6	AP	Reappropriate Capital Projects from Office of the Governor to Department of Health		Y	N	10	General Government	4	Deferred Maintenance	N	NA	N	0		NA  		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/1/2021	6/30/2025	NA	SRWILLHOITE	2/16/2021 17:16:23.71	SRWILLHOITE	2/16/2021 17:16:23.71	Statewide	99	Statewide (HD 1-40)	CAP 			Sylvan Robb	9074651630	0	The available balances, including encumbered amounts, of the following appropriations are reappropriated from the Office of the Governor to the Department of Health in FY2022.			X																								0
