REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1002 Federal Receipts	AP		Federal Funds		2250.000000								
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1024 Fish and Game Fund	AP		Other Funds		750.000000								
			Transportation			Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation				1270 FHWA CRRSAA Fed	AP		Federal Funds		15000.000000								
			Transportation			State Equipment Fleet Replacement				1026 Highways/Equipment Working Capital Fund	AP		Other Funds		25000.000000								
			Transportation			MH: Coordinated Transportation and Vehicles				1037 General Fund / Mental Health	AP		Unrestricted General Funds		1000.000000								
			Transportation			MH: Coordinated Transportation and Vehicles				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds		300.000000								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1002 Federal Receipts	AL		Federal Funds		5000.000000								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1108 Statutory Designated Program Receipts	AL		Other Funds		10000.000000								
			Natural Resources			PARKS Land and Water Conservation Fund Federal Grant Program				1002 Federal Receipts	AP		Federal Funds		3500.000000								
			Natural Resources			PARKS Land and Water Conservation Fund Federal Grant Program				1003 General Fund Match	AP		Unrestricted General Funds		2152.655000								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1003 General Fund Match	AL		Unrestricted General Funds		63221.000000								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1139 AHFC Dividend	AL		Unrestricted General Funds		7979.000000								
			Transportation			Surface Transportation Program				1002 Federal Receipts	AP*		Federal Funds		862972.298000								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1002 Federal Receipts	AL		Federal Funds		8000.000000								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1004 General Fund Receipts	AL		Unrestricted General Funds		33.858000								
			Fish & Game			Pacific Coastal Salmon Recovery Fund				1002 Federal Receipts	AP		Federal Funds		4400.000000								
			Health & Social Services			MH: Deferred Maintenance and Accessibility Improvements				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds		250.000000								
			Health & Social Services			MH: Home Modification and Upgrades to Retain Housing				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds		250.000000								
			Natural Resources			Snowmobile Trail Development Program and Grants				1195 Snow Machine Registration Receipts	AP		Designated General Funds		250.000000								
			Natural Resources			Wildland Fire Engine Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		250.000000								
			Public Safety			Marine Fisheries Patrol Improvements				1002 Federal Receipts	AP		Federal Funds		1100.000000								
			Natural Resources			Cooperative Water Resource Program Pass-through to USGS for Stream Gaging Projects				1108 Statutory Designated Program Receipts	AP		Other Funds		300.000000								
			Natural Resources			Federal and Local Government Funded Forest Resource and Fire Program				1002 Federal Receipts	AP		Federal Funds		7000.000000								
			Transportation			Statewide Federal Programs			Federal Emergency Projects	1002 Federal Receipts	AL		Federal Funds		10000.000000								
			Commerce			Community Block Grants				1002 Federal Receipts	AP		Federal Funds		6000.000000								
			Commerce			Community Block Grants				1003 General Fund Match	AP		Unrestricted General Funds		60.000000								
			Commerce			National Petroleum Reserve - Alaska Impact Grant Program				1063 National Petroleum Reserve Fund	AP		Federal Funds		9100.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1002 Federal Receipts	AP*		Federal Funds		52250.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1004 General Fund Receipts	AP*		Unrestricted General Funds		18062.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects				1108 Statutory Designated Program Receipts	AP*		Other Funds		500.000000								
			Transportation			Federal Program Match			Other Federal Program Match	1003 General Fund Match	AL		Unrestricted General Funds		1300.000000								
			Commerce			Matanuska-Susitna Borough - Arctic Winter Games				1004 General Fund Receipts	AP		Unrestricted General Funds		1000.000000								
			Health & Social Services			Emergency Medical Services Match for Code Blue Project 				1003 General Fund Match	AP		Unrestricted General Funds		500.000000								
			Natural Resources			Statewide Park Sanitation and Facility Upgrades				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		2029.000000								
			Fish & Game			Facilities, Vessels and Aircraft Maintenance, Repair and Upgrades				1197 Alaska Capital Income Fund	AP		Designated General Funds		500.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1002 Federal Receipts	AP		Federal Funds		3000.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1003 General Fund Match	AP		Unrestricted General Funds		250.000000								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		2000.000000								
			Revenue			MH: AHFC Homeless Assistance Program				1092 Mental Health Trust Authority Authorized Receipts	AP		Other Funds		950.000000								
			Revenue			MH: AHFC Homeless Assistance Program				1139 AHFC Dividend	AP		Unrestricted General Funds		6250.000000								
			Commerce			Inter-Island Ferry Authority				1004 General Fund Receipts	AP		Unrestricted General Funds		250.000000								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1108 Statutory Designated Program Receipts	AP		Other Funds		500.000000								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1139 AHFC Dividend	AP		Unrestricted General Funds		1750.000000								
			Environ Conservation			Drinking Water Capitalization Grant Subsidy				1100 Alaska Drinking Water Fund	AP		Other Funds		5800.000000								
			Environ Conservation			Clean Water Capitalization Grant Subsidy				1075 Alaska Clean Water Loan Fund	AP		Other Funds		2000.000000								
			Commerce			Alaska Energy Authority - Bulk Fuel Upgrades				1002 Federal Receipts	AP		Federal Funds		7500.000000								
			Commerce			Alaska Energy Authority - Bulk Fuel Upgrades				1140 AIDEA Dividend	AP		Unrestricted General Funds		5500.000000								
			Commerce			Alaska Energy Authority - Alternative Energy and Energy Efficiency Programs				1002 Federal Receipts	AP		Federal Funds		5000.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1002 Federal Receipts	AL		Federal Funds		31350.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1004 General Fund Receipts	AL		Unrestricted General Funds		10837.200000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  First Time Service Projects	1108 Statutory Designated Program Receipts	AL		Other Funds		300.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1002 Federal Receipts	AL		Federal Funds		20900.000000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1004 General Fund Receipts	AL		Unrestricted General Funds		7224.800000								
			Environ Conservation			Village Safe Water and Wastewater Infrastructure Projects			Village Safe Water and Wastewater Infrastructure Projects:  Expansion, Upgrade, and Replacement of Existing Service	1108 Statutory Designated Program Receipts	AL		Other Funds		200.000000								
			Transportation			Municipal Harbor Facility Grant Fund				1004 General Fund Receipts	AP		Unrestricted General Funds		6729.988000								
			Revenue			AHFC Energy Programs Weatherization				1002 Federal Receipts	AP		Federal Funds		3000.000000								
			Revenue			AHFC Energy Programs Weatherization				1139 AHFC Dividend	AP		Unrestricted General Funds		2000.000000								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1002 Federal Receipts	AP		Federal Funds		12500.000000								
			Commerce			Alaska Energy Authority - Rural Power Systems Upgrades				1140 AIDEA Dividend	AP		Unrestricted General Funds		5000.000000								
			Natural Resources			Dam Safety Industry Projects Application Review				1108 Statutory Designated Program Receipts	AP		Other Funds		400.000000								
			Natural Resources			Wildland Firefighting Aircraft Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		650.000000								
			Commerce			West Susitna Road Access				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		8500.000000								
			Transportation			Federal Program Match				1003 General Fund Match	AP*		Unrestricted General Funds		69721.000000								
			Transportation			Federal Program Match				1139 AHFC Dividend	AP*		Unrestricted General Funds		7979.000000								
			Revenue			AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)				1139 AHFC Dividend	AP		Unrestricted General Funds		1500.000000								
			Natural Resources			Geological Mapping for Energy Development (USGS STATEMAP)				1002 Federal Receipts	AP		Federal Funds		600.000000								
			Natural Resources			Geological Mapping for Energy Development (USGS STATEMAP)				1003 General Fund Match	AP		Unrestricted General Funds		300.000000								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1002 Federal Receipts	AP		Federal Funds		1500.000000								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1003 General Fund Match	AP		Unrestricted General Funds		500.000000								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1108 Statutory Designated Program Receipts	AP		Other Funds		200.000000								
			Natural Resources			State Park Electronic Fee Stations				1005 General Fund/Program Receipts	AP		Designated General Funds		220.000000								
			Military & Veterans Affairs			State Homeland Security Grant Programs				1002 Federal Receipts	AP		Federal Funds		7500.000000								
			Transportation			Federal-Aid Highway Project Match Credits				1005 General Fund/Program Receipts	AP		Designated General Funds		1000.000000								
			Judiciary			Courts Statewide Deferred Maintenance				1004 General Fund Receipts	AP		Unrestricted General Funds		2300.000000								
			Natural Resources			Arctic Strategic Transportation and Resource Project 				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		5000.000000								
			Transportation			Computerized Maintenance Management System (CMMS) Year 3				1004 General Fund Receipts	AP		Unrestricted General Funds		1509.486000								
			Governor			Statewide Deferred Maintenance, Renovation, and Repair				1197 Alaska Capital Income Fund	AP		Designated General Funds		49000.000000								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson (JBER)				1002 Federal Receipts	AP		Federal Funds		2500.000000								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson (JBER)				1003 General Fund Match	AP		Unrestricted General Funds		2500.000000								
			Fish & Game			Copper River Boat Launch Facilities Improvements				1024 Fish and Game Fund	AP		Other Funds		165.000000								
			Natural Resources			Land Sales - New Subdivision Development				1153 State Land Disposal Income Fund	AP		Designated General Funds		500.000000								
			Natural Resources			EVOS Kenai River Bookey Parcel Purchase				1018 Exxon Valdez Oil Spill Settlement	AP		Other Funds		2300.000000								
			Natural Resources			Statewide Firebreak Construction Program				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		10000.000000								
			Transportation			Weigh Station Scale Repairs				1004 General Fund Receipts	AP		Unrestricted General Funds		1000.000000								
			Commerce			Alaska Energy Authority -  Alaska Cargo and Cold Storage				1002 Federal Receipts	AP		Federal Funds		21000.000000								
			Commerce			AMCO Enforcement Case Management and Investigations Report Writing System				1004 General Fund Receipts	AP		Unrestricted General Funds		100.000000								
			Commerce			AMCO Enforcement Case Management and Investigations Report Writing System				1005 General Fund/Program Receipts	AP		Designated General Funds		100.000000								
			Natural Resources			EVOS Eagle Rock (Bookey Parcel) Improvements				1018 Exxon Valdez Oil Spill Settlement	AP		Other Funds		6419.010000								
			Natural Resources			Agriculture Specialty Crop Block Grant				1002 Federal Receipts	AP		Federal Funds		4500.000000								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1002 Federal Receipts	AL		Federal Funds		5000.000000								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1027 International Airport Revenue Fund	AL		Other Funds		5000.000000								
			Public Safety			Alaska Wildlife Troopers Marine Enforcement Repair and Replacement				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		1400.000000								
			Public Safety			Boating Upgrades, Haul Outs, and Vessel Replacement				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		500.000000								
			Public Safety			Fire & Life Safety Vehicles				1004 General Fund Receipts	AP		Unrestricted General Funds		150.000000								
			Public Safety			Crime Laboratory Equipment Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		300.000000								
			Health & Social Services			Pioneer Homes Facility Improvements			Juneau Pioneer Home ADA-Compliant Courtyard	1004 General Fund Receipts	AL		Unrestricted General Funds		424.000000								
			Health & Social Services			Pioneer Homes Facility Improvements			Ketchikan Pioneer Home HVAC Intake Damper Assembly	1004 General Fund Receipts	AL		Unrestricted General Funds		76.500000								
			Health & Social Services			Pioneer Homes Facility Improvements			Palmer Alaska Veterans and Pioneer Home Safety Fencing	1004 General Fund Receipts	AL		Unrestricted General Funds		61.200000								
			Health & Social Services			Fairbanks Youth Facility				1167 Northern Tobacco Securitization Corporation Bonds	AP		Other Funds		18986.720000								
			Health & Social Services			Health Information Exchange				1002 Federal Receipts	AP		Federal Funds		3600.801000								
			Health & Social Services			Health Information Exchange				1004 General Fund Receipts	AP		Unrestricted General Funds		480.107000								
			Corrections			Point Mackenzie Correctional Farm Produce Processing Plant 				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		1500.000000								
			Military & Veterans Affairs			Joint Base Elmendorf Richardson (JBER) Digital Control, Generator, and Preventative Maintenance				1002 Federal Receipts	AP		Federal Funds		4037.500000								
			Military & Veterans Affairs			Joint Base Elmendorf Richardson (JBER) Digital Control, Generator, and Preventative Maintenance				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		3812.500000								
			Military & Veterans Affairs			Kotzebue Tarmac Repair and Maintenance 				1002 Federal Receipts	AP		Federal Funds		387.500000								
			Military & Veterans Affairs			Kotzebue Tarmac Repair and Maintenance 				1004 General Fund Receipts	AP		Unrestricted General Funds		4812.500000								
			Fish & Game			2018 Sockeye Salmon Disaster - Chignik Area				1002 Federal Receipts	AP		Federal Funds		2000.000000								
			Fish & Game			Pacific Cod Disaster Funding - 2018 Gulf of Alaska				1002 Federal Receipts	AP		Federal Funds		1000.000000								
			Health & Social Services			Pioneer Homes Facility Improvements				1002 Federal Receipts	AP*		Federal Funds		3250.000000								
			Health & Social Services			Pioneer Homes Facility Improvements				1004 General Fund Receipts	AP*		Unrestricted General Funds		561.700000								
			Health & Social Services			Pioneer Homes Facility Improvements				1243 Statutory Budget Reserve Fund	AP*		Unrestricted General Funds		2268.000000								
			Public Safety			Replace Training Video Simulator				1004 General Fund Receipts	AP		Unrestricted General Funds		240.000000								
			Public Safety			AWT Law Enforcement Equipment and Off-Highway Vehicle Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		750.000000								
			Public Safety			AST Law Enforcement Equipment Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		500.000000								
			Public Safety			Vehicle Replacement				1004 General Fund Receipts	AP		Unrestricted General Funds		1233.600000								
			Health & Social Services			Pioneer Homes Facility Improvements			Palmer Alaska Veterans' and Pioneers Home Roof Replacement	1002 Federal Receipts	AL		Federal Funds		3250.000000								
			Health & Social Services			Pioneer Homes Facility Improvements			Palmer Alaska Veterans' and Pioneers Home Roof Replacement	1243 Statutory Budget Reserve Fund	AL		Unrestricted General Funds		2268.000000								
			Department of Law			Prosecutor Recruitment and Housing to Address Sexual Assault and Sexual Abuse of a Minor Case Backlog				1004 General Fund Receipts	AP		Unrestricted General Funds		1000.000000								
			Department of Law			Prosecutor Recruitment and Housing to Address Sexual Assault and Sexual Abuse of a Minor Case Backlog				1139 AHFC Dividend	AP		Unrestricted General Funds		3000.000000								
			Educ & Early Devel			Houston Middle School Replacement				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		9000.000000								
			Governor			2020 Ballot Measure Number 2 Implementation				1004 General Fund Receipts	AP		Unrestricted General Funds		803.600000								
			Natural Resources			Critical Information Database and Dashboard				1002 Federal Receipts	AP		Federal Funds		600.000000								
			Natural Resources			Critical Information Database and Dashboard				1004 General Fund Receipts	AP		Unrestricted General Funds		200.000000								
			Transportation			Anton Anderson Memorial and Portage Lake Tunnel Capital Improvements				1214 Whittier Tunnel Toll Receipts	AP		Other Funds		175.600000								
			Transportation			Statewide Federal Programs			Federal Transit Administration Grants	1002 Federal Receipts	AL		Federal Funds		35260.012000								
			Transportation			Anchorage Metropolitan Area Transportation Solutions - FHWA CRRSAA				1270 FHWA CRRSAA Fed	AP		Federal Funds		11294.342000								
			Transportation			Surface Transportation Program			Denali Commission Infrastructure	1002 Federal Receipts	AL		Federal Funds		15000.000000								
			Natural Resources			RS2477 Access Development - Advancing State's Rights in Navigability and Revised Statute 2477				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		2500.000000								
			Natural Resources			Alaska Real-Time Global Navigations Satellite System Network 				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		5000.000000								
			Commerce			Matanuska-Susitna Borough - Pavement Rehab Through Mat Su Population Corridor				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		10000.000000								
			Commerce			Voice of the Arctic Inupiat				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		1000.000000								
			Commerce			Chevak School Fire Remediation				1004 General Fund Receipts	AP		Unrestricted General Funds		2500.000000								
			Natural Resources			Land Development for Nenana-Totchaket				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		5000.000000								
			Natural Resources			Advance Surveys for all State Lands Including Agriculture and Mariculture				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		3500.000000								
			Natural Resources			Permit Backlog Reduction				1243 Statutory Budget Reserve Fund	AP		Unrestricted General Funds		3500.000000								
			Transportation			Airport Improvement Program			Aviation Systems Plan Update (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2000.000000								
			Transportation			Airport Improvement Program			Brevig Mission Lighting & Resurfacing (HD 39)	1002 Federal Receipts	AL		Federal Funds		6400.000000								
			Transportation			Airport Improvement Program			Homer Airport Rehab - - Stage 1 (HD 31)	1002 Federal Receipts	AL		Federal Funds		21600.000000								
			Transportation			Airport Improvement Program			King Salmon Airport Fencing and Gate Security Improvements (HD 37)	1002 Federal Receipts	AL		Federal Funds		20600.000000								
			Transportation			Airport Improvement Program			Kipnuk Airport Surfacing and Lighting Replacement (HD 38)	1002 Federal Receipts	AL		Federal Funds		5000.000000								
			Transportation			Airport Improvement Program			Kongiganak Airport Rehabilitation & SREB Construction (HD 38)	1002 Federal Receipts	AL		Federal Funds		25800.000000								
			Transportation			Airport Improvement Program			Mekoryuk Airport & Access Rd Rehab (HD 38)	1002 Federal Receipts	AL		Federal Funds		17100.000000								
			Transportation			Airport Improvement Program			Mekoryuk SRE Building Replacement (HD 38)	1002 Federal Receipts	AL		Federal Funds		6100.000000								
			Transportation			Airport Improvement Program			Napakiak Airport Reconnaissance Study (HD 38)	1002 Federal Receipts	AL		Federal Funds		703.000000								
			Transportation			Airport Improvement Program			Northern Electrical Equipment Buildings (Tok & Eagle) (HD 6)	1002 Federal Receipts	AL		Federal Funds		1012.000000								
			Transportation			Airport Improvement Program			Saint Mary's Airport Reconstruction (HD 39)	1002 Federal Receipts	AL		Federal Funds		20400.000000								
			Transportation			Airport Improvement Program			Seward Airport Reconstruction	1002 Federal Receipts	AL		Federal Funds		31400.000000								
			Transportation			Airport Improvement Program			Statewide Various Airports -- Airport Equipment Acquisition (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		10000.000000								
			Transportation			Airport Improvement Program			Statewide Various Airports Minor Surface Improvements and Obstruction Removal (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		8000.000000								
			Transportation			Airport Improvement Program			Unalaska Apron & TWY Pavement Rehabilitation (HD 37)	1002 Federal Receipts	AL		Federal Funds		8300.000000								
			Transportation			Airport Improvement Program			TSAIA: Airfield Pavement Reconstruction & Maintenance (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		28237.623000								
			Transportation			Airport Improvement Program			TSAIA: Advanced Project Design and Planning (HD 1-40)	1112 International Airports Construction Fund	AL		Other Funds		722.059000								
			Transportation			Airport Improvement Program			TSAIA: Annual Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		912.074000								
			Transportation			Airport Improvement Program			TSAIA: Environmental Projects (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		126.677000								
			Transportation			Airport Improvement Program			TSAIA: Equipment (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		4127.462000								
			Transportation			Airport Improvement Program			TSAIA: Facility Improvements, Renovations, & Upgrades (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		1393.447000								
			Transportation			Airport Improvement Program			TSAIA: Information Technology Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		1216.099000								
			Transportation			Airport Improvement Program			ANC Taxilanes E1, E3, and E&G Intersection & TW R South Spot Rehab Ph 2 (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		12207.679000								
			Transportation			Airport Improvement Program			TW R South Surface Seal (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		263.280000								
			Transportation			Airport Improvement Program			North Terminal Northside Aprons & Taxilane (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		14304.880000								
			Transportation			Airport Improvement Program			Parking Garage Repairs (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		8000.000000								
			Transportation			Airport Improvement Program			Underground Storage Tank Replacement for Generators at NT, ST & ARFF Buildings (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		900.000000								
			Transportation			Airport Improvement Program			ANC Water Main Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		5000.000000								
			Transportation			Airport Improvement Program			Joint Repairs R3 and R4 (Deferred from 2021) (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		700.000000								
			Transportation			Airport Improvement Program			Quick Turnaround Facility Renewal (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		1500.000000								
			Transportation			Airport Improvement Program			Reconfigure NT CBP Operation (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		1000.000000								
			Transportation			Airport Improvement Program			Airport Facility Roof Replacement 2022 (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		1000.000000								
			Transportation			Airport Improvement Program			ANC B Gate 4 & Gates 6-9 Rehabilitation (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2194.000000								
			Transportation			Airport Improvement Program			ANC Taxilane U, P & Taxiway R Surface Seal (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		666.976000								
			Transportation			Airport Improvement Program			ANC RW 7R/25L Lighting (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		2018.480000								
			Transportation			Airport Improvement Program			ANC Terminal Road Improvements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		10092.400000								
			Transportation			Airport Improvement Program			ANC Conc C Cooling Upgrades (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		8909.395000								
			Transportation			Airport Improvement Program			FIA: Advanced Project Design and Planning (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		31.669000								
			Transportation			Airport Improvement Program			FIA: Annual Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		348.362000								
			Transportation			Airport Improvement Program			FIA: Environmental (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		218.545000								
			Transportation			Airport Improvement Program			FIA: Equipment (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1218.750000								
			Transportation			Airport Improvement Program			FIA: Facility Improvements, Renovations, & Upgrades (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		126.677000								
			Transportation			Airport Improvement Program			FIA: Information Technology Improvements (HD 1-40)	1027 International Airport Revenue Fund	AL		Other Funds		109.273000								
			Transportation			Airport Improvement Program			FIA: General Aviation Apron Rehabilitation (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		14062.500000								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Authority (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		5000.000000								
			Transportation			Airport Improvement Program			Lake Hood Access Road Improvements (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		1755.200000								
			Transportation			Airport Improvement Program			ANC Taxiway Zulu West Phase I (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		26801.904000								
			Transportation			Airport Improvement Program			Alaska International Airport System Acceleration Projects (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		5000.000000								
			Transportation			Airport Improvement Program			Project Acceleration (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		40200.000000								
			Transportation			Airport Improvement Program			Pre-Grant Project Development (HD 1-40)	1002 Federal Receipts	AL		Federal Funds		40200.000000								
