scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1017 Group Ben	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1029 PERS Trust	1034 Teach Ret	1037 GF/MH	1042 Jud Retire	1045 Nat Guard	1048 Univ Rcpt	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1140 AIDEA Div	1141 RCA Rcpts	1147 PublicBldg	1153 State Land	1155 Timber Rcp	1156 Rcpt Svcs	1179 PFC 	1195 Snow Rcpts	1197 AK Cap Fnd	1205 Ocn Ranger	1210 Ren Energy	1222 REAA Fund
5374	FY2025 Final Enacted SB187	2025	6865	13	Department of Natural Resources		3	10	AP	National Historic Preservation Fund		N	Y	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	NHA1	NA  	NA	14	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:02.41	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Theresa Cross	9072696398	0	The National Historic Preservation Fund (NHPF) is a federal grant program to assist states with their historic preservation programs and projects executed through cooperative agreements or grants with federal and local agencies. The program contributes to the department's mission through development, conservation and use of Alaska's heritage properties, and is consistent with the public interest and the Alaska Historic Preservation Act. The NHPF grant requires a 40 percent State match.			X	700000	300000																															
5374	FY2025 Final Enacted SB187	2025	7470	16	Department of Transportation and Public Facilities		105	25	AP*	Airport Improvement Program		N	Y	9	Transportation	6	Construction	G	NA	N	0		NA  	NA	0	7/1/2024	6/30/2020	JTLAGUNDINO	6/27/2024 10:20:03.683	JTLAGUNDINO	6/27/2024 10:20:03.683	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Federal airport improvements are outlined in the Airport Improvement Program (AIP) for both the Rural and International Airports Programs. The AIP provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible.			X	404701524							19807454																				6500000					
5374	FY2025 Final Enacted SB187	2025	30432	7	Department of Fish and Game		1	11	AP	Sport Fish Recreational Boating and Angler Access		N	Y	5	Natural Resources	6	Construction	G	NA	N	0	F204	NA  	NA	10	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.567	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Israel Payton	9072672814	0	This project allows the Division of Sport Fish to continue to construct and upgrade recreational power boating and sport fish angler access facilities statewide using Sport Fish Restoration (SFR) apportionment funds comprised of 75 percent federal assistance and 25 percent non-federal match. Federal regulations require that 15 percent of the annual Sport Fish Restoration Act (Dingell-Johnson/Wallop-Breaux Amendment) apportionment be dedicated to projects that benefit recreational power boaters. Projects include boat launches, mooring floats, parking lots, restrooms, fish cleaning facilities, and other services or like projects.	This proposal is a standing capital budget ask for $3,000,000 and is an expenditure that is required as part of grant stipulations associated with Dingell-Johnson grant award funds. However, the SFIN at the end of the 2022 session added an additional $6M to our ask making it a $9M appropriation.		X	2250000					750000																											
5374	FY2025 Final Enacted SB187	2025	30624	16	Department of Transportation and Public Facilities		166	25	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation		N	Y	9	Transportation	2	Renewal and Replacement	G	NA	N	0	T1B4	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.83	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	The Alaska Marine Highway System (AMHS) requires annual maintenance and overhaul on vessels and at terminals, particularly components or systems whose failures impact service in the short term. Annual overhaul of vessels is necessary to pass United States Coast Guard (USGS) inspections and obtain a Certificate of Inspection (COI) necessary to operate in revenue service.			X																	22000000																
5374	FY2025 Final Enacted SB187	2025	30628	16	Department of Transportation and Public Facilities		167	25	AP	State Equipment Fleet Replacement		N	Y	9	Transportation	35	Equipment / Commodities	G	NA	N	0	T1B3	NA  	NA	10	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.863	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This project is for replacement and/or refurbishment of equipment and vehicles which have reached the end of their useful life cycles, and continued conversion of vehicles to alternative fuel and related alternative fuel program expenses. Replacing assets with high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps operating rates charged to executive branch agencies low.			X							38000000																										
5374	FY2025 Final Enacted SB187	2025	30643	16	Department of Transportation and Public Facilities		153	25	AL	Federal Transit Administration Grants		N	Y	9	Transportation	35	Equipment / Commodities	G	NA	N	6764	T1AT	NA  	NA	4	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.73	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Competitive grants from the Federal Transit Administration (FTA), administered by the Department of Transportation and Public Facilities (DOT&PF), used to purchase transit vehicles for elderly and disabled travelers, and cover operating expenses of transit operators.	There is also a small grant to the State for administering the program. Match for pass-through grants is 9.03 percent - 43.14 percent and is provided by the grantee. Match for the planning and administrative grant is 20 percent, provided by the State.  		X	36822000																																
5374	FY2025 Final Enacted SB187	2025	30648	16	Department of Transportation and Public Facilities		168	25	AP	MH Trust: Coordinated Transportation and Vehicles		N	Y	9	Transportation	35	Equipment / Commodities	G	NA	Y	0	T19G	NA  	NA	6	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.897	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This project provides competitive grants for coordinated transportation services for Mental Health Trust beneficiaries and the purchase of vehicles for beneficiaries where coordinated services are not yet available or appropriate.			X											1000000							250000															
5374	FY2025 Final Enacted SB187	2025	31375	16	Department of Transportation and Public Facilities		154	25	AL	Cooperative Reimbursable Projects		N	Y	9	Transportation	6	Construction	G	NA	N	6764	T1AS	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.773	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Cooperative reimbursable authority is required to allow the Department of Transportation and Public Facilities (DOT&PF) to expend funds and bill entities for non-federal and non-State participating work.			X	5000000																			10000000													
5374	FY2025 Final Enacted SB187	2025	32552	13	Department of Natural Resources		4	10	AP	Land and Water Conservation Fund (LWCF) Grant Program		N	Y	4	Health/Human Services	39	Parks / Recreation	G	NA	N	0	NPA6	NA  	NA	11	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:02.447	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Theresa Cross	9072696398	0	"Alaska's population growth has increased the demand for public outdoor recreation facilities. The Land and Water Conservation Fund (LWCF) offers a chance for local, regional, or State applicants to receive up to 50 percent reimbursement for developing or improving such areas or facilities.

Established in 1965 by Congress, the LWCF Act aims to provide high-quality public outdoor recreation for present and future generations. In Alaska, LWCF-assisted projects include ski areas, Americans with Disabilities Act (ADA)-compliant trails, parks, rifle ranges, sports fields, and skate parks."			X	2600000	1600000																															
5374	FY2025 Final Enacted SB187	2025	32610	16	Department of Transportation and Public Facilities		1	25	AP*	Surface Transportation Program		N	Y	9	Transportation	6	Construction	G	NA	N	0		NA  	NA	0	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.65	JTLAGUNDINO	6/27/2024 10:20:03.65	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	This project is for federal surface transportation improvements as outlined in the Statewide Transportation Improvement Program (STIP), the Infrastructure Investment and Jobs Act (IIJA), and the annual federal appropriations acts. The STIP is the state’s four-year program for transportation system preservation and development. It includes interstate, state and local highways, bridges, ferries and public transportation, but does not include airports or non-ferry-related ports and harbors. It covers all system improvements for which partial or full federal funding is approved and that are expected to take place during the duration of the STIP.			X	822392996																																
5374	FY2025 Final Enacted SB187	2025	33485	16	Department of Transportation and Public Facilities		155	25	AL	Highway Safety Grants Program		N	Y	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	T1AU	NA  	NA	5	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.817	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	The Alaska Highway Safety Office coordinates highway safety programming through federally funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with State, tribal, and local governments. Per Alaska Statute (AS) 19.10.075(b), this allocation includes $35,000 representing an amount equal to 50 percent of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2023, which was previously budgeted in the operating budget to be used for highway safety programs and grants.			X	11152000		35000																														
5374	FY2025 Final Enacted SB187	2025	33672	9	Department of Health		1	16	AP	MH Trust: Essential Program Equipment		N	Y	4	Health/Human Services	35	Equipment / Commodities	G	NA	Y	0	U25B	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.947	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Josephine Stern	9074651630	0	This is a periodic competitive capital grant project administered by the Department of Health. Grantees can purchase durable goods that are essential to the core services and programs offered to clients. This grant is offered every other year.			X											250000							250000															
5374	FY2025 Final Enacted SB187	2025	34752	16	Department of Transportation and Public Facilities		156	25	AL	Commercial Vehicle Enforcement Program		N	Y	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	T1AV	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:11.863	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Judy Chapman	9074656971	0	Federal receipt authority is requested for this project to reduce the number and severity of accidents involving commercial vehicles through safety inspections, educational programs, and compliance reviews.			X	3000000																																
5374	FY2025 Final Enacted SB187	2025	37762	13	Department of Natural Resources		5	10	AP	Cooperative Water Resource Program Pass-through to USGS for Stream Gaging Projects		N	Y	5	Natural Resources	38	Water / Sewer / Solid Waste	G	NA	N	0	NWA6	NA  	NA	6	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:02.48	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Theresa Cross	9072696398	0	This project allows the Department of Natural Resources (DNR) to accept funds from the private sector and local governments and to pass funds through to U.S. Geological Survey (USGS) and U.S. Natural Resource Conservation Service (NRCS) as part of funding agreements for cooperative water resource programs. Industry and local government often request and pay for USGS and NRCS to install equipment to obtain hydrologic data. This data is needed for resource development and permitting projects such as mining, hydroelectric, or public water supply. If stream gaging funding is passed through a State agency, funds can be matched up to 100 percent by the federal government.			X																				175000													
5374	FY2025 Final Enacted SB187	2025	37769	13	Department of Natural Resources		6	10	AP	Community Wildfire Defense Grants		N	Y	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	NFA1	NA  	NA	5	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:02.517	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Theresa Cross	9072696398	0	Federal receipt authority allows the division to accept grant awards such as hazardous fuels reduction, wildfire and prevention education, special forest disease surveys, forest restoration projects, biomass inventories, towns and cities selected for community forestry projects, and tree plantings and forest stewardship plans.			X	10000000																																
5374	FY2025 Final Enacted SB187	2025	38946	2	Department of Commerce, Community, and Economic Development		1	8	AP	Community Block Grants		N	Y	8	Development	34	Life / Health / Safety	G	NA	N	0	DC14	NA  	NA	17	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:48.07	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Hannah Lager	9074655533	0	Community Block Grants encompass multiple federally funded programs, enabling the Department of Commerce, Community, and Economic Development (DCCED) to provide grants to communities and non-profits that provide services and/or benefits for low to moderate income individuals.			X	6250000	65000																															
5374	FY2025 Final Enacted SB187	2025	38948	2	Department of Commerce, Community, and Economic Development		3	8	AP	National Petroleum Reserve - Alaska Impact Grant Program		Y	Y	8	Development	34	Life / Health / Safety	G	NA	N	0		NA  	NA	23	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:19:48.103	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Hannah Lager	9074655533	0	The amount received by the National Petroleum Reserve - Alaska special revenue fund (AS 37.05.530(a)) under 42 U.S.C. 6506a(l) or former 42 U.S.C. 6508 by June 30, 2024, estimated to be $29,500,000, is appropriated from that fund to the Department of Commerce, Community, and Economic Development for capital project grants under the National Petroleum Reserve - Alaska impact grant program.	The National Petroleum Reserve - Alaska (NPR-A) program provides grants to communities for public facilities and services. Priority is given to those communities directly or severely impacted by the leases and development of oil and gas within the NPR-A. Funding comes from the federal government as a share of the funds received on leases issued within the NPR-A. The total project amount is based on an FY2022 revenue estimate from the Department of Revenue in December of 2022.		X															29500000																		
5374	FY2025 Final Enacted SB187	2025	41376	5	Department of Environmental Conservation		1	18	AP*	Village Safe Water and Wastewater Infrastructure Projects		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0		STAT	Various	4	7/1/2023	6/30/2028	JTLAGUNDINO	6/27/2024 10:20:01.15	JTLAGUNDINO	6/27/2024 10:20:01.15	Statewide	99	Statewide (HD 1 - 40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	The Village Safe Water program provides financial and technical assistance to rural communities to plan, design, and construct water and sewer system improvements. Sixty percent of the funding provides first-time service to communities while 40 percent is used for expansion, upgrade, and replacement of existing service.			X	242300000	22450000																		500000													
5374	FY2025 Final Enacted SB187	2025	41923	16	Department of Transportation and Public Facilities		162	25	AL	Other Federal Program Match		N	Y	9	Transportation	6	Construction	G	NA	N	60772	T1B7	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:12.05	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	State match is required for federally eligible projects funded by the National Highway Transportation Safety Administration (NHTSA), the Federal Motor Carrier Safety Administration (FMCSA), and the Federal Transit Administration (FTA). Match calculation includes an additional one percent for potential ineligible costs. In the event of an emergency the other federal program match may be used to cover State emergency costs for unforeseen catastrophic weather events.			X		2355415																															
5374	FY2025 Final Enacted SB187	2025	45390	15	Department of Revenue		18	4	AP	MH Trust: AHFC Homeless Assistance Program		N	Y	4	Health/Human Services	31	Economic Assistance	N	NA	Y	0		NA  	NA	14	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:52.81	TSHESS	11/20/2024 13:43:20.83	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	James Wiedle	9073308359	0		The Homeless Assistance Program provides grants to assist nonprofit organizations, local governments, and regional housing authorities in addressing the emergency needs of the homeless and near-homeless.		X											0							950000			6350000												
5374	FY2025 Final Enacted SB187	2025	49395	15	Department of Revenue		8	4	AP	AHFC Rural Professional Housing		N	Y	8	Development	31	Economic Assistance	G	NA	N	0	R25L	NA  	NA	9	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.313	TSHESS	11/20/2024 13:43:29.543	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	James Wiedle	9073308359	0	This program helps recruit and retain essential professionals in Alaska's small communities by providing gap funding to increase rental units.			X	4000000																			500000	10000000												
5374	FY2025 Final Enacted SB187	2025	49602	16	Department of Transportation and Public Facilities		169	25	AP	Public Building Fund Deferred Maintenance, Renovation, Repair and Equipment		N	Y	10	General Government	4	Deferred Maintenance	G	NA	N	0	T1B1	NA  	NA	7	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:03.93	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	Address deferred maintenance needs in the Atwood Building, the Palmer State Office Building, and other state owned facilities.			X																								5550000									
5374	FY2025 Final Enacted SB187	2025	49697	5	Department of Environmental Conservation		4	18	AP	Drinking Water Capitalization Grant Subsidy		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VD54	NA  	NA	4	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.187	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	The Department of Environmental Conservation is required to issue subsidies as a condition of the Drinking Water Loan Fund Capitalization Grant.			X																			4114000														
5374	FY2025 Final Enacted SB187	2025	49698	5	Department of Environmental Conservation		5	18	AP	Clean Water Capitalization Grant Subsidy		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0	VD31	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:01.22	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	The Department of Environmental Conservation is required to issue subsidies as a condition of the Clean Water Loan Fund Capitalization Grant.			X																3135000																	
5374	FY2025 Final Enacted SB187	2025	49748	5	Department of Environmental Conservation		2	18	AL	Village Safe Water and Wastewater Infrastructure Projects: First Time Service Projects		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	41376	VD12	NA  	NA	2	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:04.467	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	Provides grant funding for first time service to communities to plan, design, and construct drinking water and sanitation facilities.			X	145380000	13470000																		300000													
5374	FY2025 Final Enacted SB187	2025	49749	5	Department of Environmental Conservation		3	18	AL	Village Safe Water and Wastewater Infrastructure Projects: Expansion, Upgrade, and Replacement of Existing Service		N	Y	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	41376	VD11	NA  	NA	1	7/1/2024	6/30/2029	JTLAGUNDINO	6/27/2024 10:20:04.51	JTLAGUNDINO	7/1/2024 11:15:18.167	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Randy Bates	9074655307	0	Provides grant funding for expansion, upgrade, and replacement of existing service to communities to plan, design, and construct drinking water and sanitation facilities.			X	96920000	8980000																		200000													
