REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT	SCEN10_AMOUNT	scenario_webfolder1	scenario_webfolder2	scenario_webfolder3	scenario_webfolder4	scenario_webfolder5	scenario_webfolder6	scenario_webfolder7	scenario_webfolder8	scenario_webfolder9	scenario_webfolder10
5	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Capital Outlay	Expenditure	0			95.60	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Grants, Benefits	Expenditure	0			4.80	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	1002 Federal Receipts	Revenue	1002	Federal Funds		1682.50	0	0	0	0	0	0	0	0	0										
1004	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		4199.50	0	0	0	0	0	0	0	0	0										
1005	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	1005 General Fund/Program Receipts	Revenue	1005	Designated General Funds		19532.80	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	40838.40	0	0	0	0	0	0	0	0	0										
1108	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	1108 Statutory Designated Program Receipts	Revenue	1108	Other Funds		2023.60	0	0	0	0	0	0	0	0	0										
10000	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Permanent Full-Time	Position Count	0			409.00	0	0	0	0	0	0	0	0	0										
11000	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Permanent Part-Time	Position Count	0			15.00	0	0	0	0	0	0	0	0	0										
12000	6	90	Health & Social Services	503	1	Alaska Pioneer Homes	2671	2	Pioneer Homes	Non-Permanent	Position Count	0			26.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Personal Services	Expenditure	0			40510.90	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Travel	Expenditure	0			27.60	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Contractual Services	Expenditure	0			12880.10	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Commodities	Expenditure	0			1355.00	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Capital Outlay	Expenditure	0			190.00	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Grants, Benefits	Expenditure	0			2592.00	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1004	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		4678.00	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	23765.00	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		18275.00	0	0	0	0	0	0	0	0	0										
1108	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	1108 Statutory Designated Program Receipts	Revenue	1108	Other Funds		10837.60	0	0	0	0	0	0	0	0	0										
10000	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Permanent Full-Time	Position Count	0			324.00	0	0	0	0	0	0	0	0	0										
12000	6	90	Health & Social Services	692	2	AK Psychiatric Institute	311	12	Alaska Psychiatric Institute	Non-Permanent	Position Count	0			10.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Grants, Benefits	Expenditure	0			46250.30	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1002 Federal Receipts	Revenue	1002	Federal Funds		9628.00	0	0	0	0	0	0	0	0	0										
1003	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1003 General Fund Match	Revenue	1003	Unrestricted General Funds		675.40	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	492.40	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		4122.20	0	0	0	0	0	0	0	0	0										
1171	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1171 Restorative Justice	Revenue	1171	Other Funds	Duplicated	93.70	0	0	0	0	0	0	0	0	0										
1180	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund	Revenue	1180	Designated General Funds		16137.70	0	0	0	0	0	0	0	0	0										
1246	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1246 Recidivism Reduction Fund	Revenue	1246	Designated General Funds		6800.90	0	0	0	0	0	0	0	0	0										
1254	6	90	Health & Social Services	483	3	Behavioral Health	3099	0	BH Treatment and Recovery Grants	1254 Marijuana Education and Treatment Fund	Revenue	1254	Designated General Funds		8300.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Personal Services	Expenditure	0			2729.20	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Travel	Expenditure	0			34.40	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Contractual Services	Expenditure	0			658.60	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Commodities	Expenditure	0			79.20	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Grants, Benefits	Expenditure	0			1603.90	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1002 Federal Receipts	Revenue	1002	Federal Funds		525.90	0	0	0	0	0	0	0	0	0										
1004	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		1032.30	0	0	0	0	0	0	0	0	0										
1005	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1005 General Fund/Program Receipts	Revenue	1005	Designated General Funds		531.20	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	1807.40	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		908.50	0	0	0	0	0	0	0	0	0										
1180	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund	Revenue	1180	Designated General Funds		300.00	0	0	0	0	0	0	0	0	0										
10000	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Permanent Full-Time	Position Count	0			25.00	0	0	0	0	0	0	0	0	0										
12000	6	90	Health & Social Services	483	3	Behavioral Health	305	2	Alcohol Safety Action Program	Non-Permanent	Position Count	0			1.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Personal Services	Expenditure	0			8810.60	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Travel	Expenditure	0			446.50	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Contractual Services	Expenditure	0			12489.10	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Commodities	Expenditure	0			248.70	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1002 Federal Receipts	Revenue	1002	Federal Funds		7271.50	0	0	0	0	0	0	0	0	0										
1003	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1003 General Fund Match	Revenue	1003	Unrestricted General Funds		1996.90	0	0	0	0	0	0	0	0	0										
1004	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		116.00	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	1192.70	0	0	0	0	0	0	0	0	0										
1013	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1013 Alcoholism & Drug Abuse Revolving Loan	Revenue	1013	Federal Funds		2.00	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		8755.30	0	0	0	0	0	0	0	0	0										
1092	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1092 Mental Health Trust Authority Authorized Receipts	Revenue	1092	Other Funds		490.00	0	0	0	0	0	0	0	0	0										
1108	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1108 Statutory Designated Program Receipts	Revenue	1108	Other Funds		165.50	0	0	0	0	0	0	0	0	0										
1168	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1168 Tobacco Use Education and Cessation Fund	Revenue	1168	Designated General Funds		939.70	0	0	0	0	0	0	0	0	0										
1180	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund	Revenue	1180	Designated General Funds		624.80	0	0	0	0	0	0	0	0	0										
1246	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1246 Recidivism Reduction Fund	Revenue	1246	Designated General Funds		250.00	0	0	0	0	0	0	0	0	0										
1254	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	1254 Marijuana Education and Treatment Fund	Revenue	1254	Designated General Funds		190.50	0	0	0	0	0	0	0	0	0										
10000	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Permanent Full-Time	Position Count	0			65.00	0	0	0	0	0	0	0	0	0										
12000	6	90	Health & Social Services	483	3	Behavioral Health	2665	4	Behavioral Health Administration	Non-Permanent	Position Count	0			21.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Grants, Benefits	Expenditure	0			16089.30	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	1002 Federal Receipts	Revenue	1002	Federal Funds		10799.00	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		1728.30	0	0	0	0	0	0	0	0	0										
1180	6	90	Health & Social Services	483	3	Behavioral Health	3098	5	BH Prev & Early Intervntn Grants	1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund	Revenue	1180	Designated General Funds		3562.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Personal Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Travel	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Contractual Services	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Commodities	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Grants, Benefits	Expenditure	0			11794.80	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	1002 Federal Receipts	Revenue	1002	Federal Funds		4500.00	0	0	0	0	0	0	0	0	0										
1004	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	1004 General Fund Receipts	Revenue	1004	Unrestricted General Funds		4500.00	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	1014	10	Designated Eval & Treatment	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		2794.80	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Personal Services	Expenditure	0			725.80	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Travel	Expenditure	0			94.10	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Contractual Services	Expenditure	0			126.70	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Commodities	Expenditure	0			49.70	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Grants, Benefits	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1002	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	1002 Federal Receipts	Revenue	1002	Federal Funds		0	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	30.50	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		452.90	0	0	0	0	0	0	0	0	0										
1092	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	1092 Mental Health Trust Authority Authorized Receipts	Revenue	1092	Other Funds		512.90	0	0	0	0	0	0	0	0	0										
10000	6	90	Health & Social Services	483	3	Behavioral Health	2801	14	AK MH/Alc & Drug Abuse Brds	Permanent Full-Time	Position Count	0			6.00	0	0	0	0	0	0	0	0	0										
1	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Personal Services	Expenditure	0			123.80	0	0	0	0	0	0	0	0	0										
2	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Travel	Expenditure	0			24.10	0	0	0	0	0	0	0	0	0										
3	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Contractual Services	Expenditure	0			77.60	0	0	0	0	0	0	0	0	0										
4	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Commodities	Expenditure	0			3.50	0	0	0	0	0	0	0	0	0										
5	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Capital Outlay	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
6	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Line 7600	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
7	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Grants, Benefits	Expenditure	0			400.00	0	0	0	0	0	0	0	0	0										
8	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	Miscellaneous	Expenditure	0			0	0	0	0	0	0	0	0	0	0										
1007	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	1007 Interagency Receipts	Revenue	1007	Other Funds	Duplicated	30.00	0	0	0	0	0	0	0	0	0										
1037	6	90	Health & Social Services	483	3	Behavioral Health	2651	15	Suicide Prevention Council	1037 General Fund / Mental Health	Revenue	1037	Unrestricted General Funds		599.00	0	0	0	0	0	0	0	0	0										
