REPORT_SORT, DEPT_NUM, DEPT_SORT, DEPT_NAME, RDU_NUM, RDU_SORT, RDU_NAME, COMP_NUM, COMP_SORT, COMP_NAME, REPORT_LINE, LINE_TYPE, FUND_CODE, FUND_GROUP, DUPLICATED_INDICATOR, SCEN1_AMOUNT,SCEN2_AMOUNT,SCEN3_AMOUNT,SCEN4_AMOUNT,SCEN5_AMOUNT,SCEN6_AMOUNT,SCEN7_AMOUNT,SCEN8_AMOUNT,SCEN9_AMOUNT,SCEN10_AMOUNT
,,,"Development",,,"Alaska Energy Authority - Electrical Emergencies Program",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1002 Fed Rcpts","AP",,,,"12500.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Rural Power Systems Upgrades",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1012 Rail Enrgy","AP",,,,"3000.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Energy Authority - Statewide Railbelt Energy Plan",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Alaska Railroad: Seward Dock Replacement",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1004 Gen Fund","AP",,,,"2.3",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Blood Bank of Alaska",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1002 Fed Rcpts","AP",,,,"6000.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1003 G/F Match","AP",,,,"60.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Community Block Grants",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"National Petroleum Reserve - Alaska Impact Grant Program",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Development",,,"Alaska Travel Industry Association",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1004 Gen Fund","AP",,,,"78.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Hope Community Resources, Inc. - Upgrades to Housing to Meet State & Federal Licensing Requirements",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1004 Gen Fund","AP",,,,"250.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Transportation",,,"Inter-Island Ferry Authority",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1004 Gen Fund","AP",,,,"1310.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"General Government",,,"Facility Body Scanners",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1002 Fed Rcpts","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1003 G/F Match","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1004 Gen Fund","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1005 GF/Prgm","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1012 Rail Enrgy","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1018 EVOSS","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1024 Fish/Game","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1026 Hwy Capitl","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1027 Int Airprt","AP",,,,"0.0",,,,,,,,
,,,"Health/Human Services",,,"Clean Water Capitalization Grant",,,"","1029 P/E Retire","AP",,,,"0.0",,,,,,,,
