scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1076 Marine Hwy	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1139 AHFC Div	1153 State Land	1169 PCE Endow	1197 AK Cap Inc	1210 Renew Ener	1265 COVID Fed	1269 CSLFRF	Non Funded Appropriations
4701	FY2023 Governor	2023	6855	13	Department of Natural Resources		2	10	AP	Abandoned Mine Lands Reclamation Federal Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		13	7/1/2022	6/30/2027	LASHOOP	11/22/2021 17:27:28.82	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698525	Jashryn Mendoza	9074652495	0	The Legislature enacted the Alaska Surface Mining Control and Reclamation Act (SMCRA) in 1983 (AS.27.21). The act's primary purpose is to promote the reclamation of areas mined before the enactment of the federal Surface Mining Control and Reclamation Act of 1977. Conditions on some of these mined areas could endanger public health and safety, have environmental implications, and prevent the beneficial use of or damage land and water resources. This federal grant program funds the inventory and remediation of abandoned coal mining sites and facilities under SMCRA guidelines.			X	3200000																						
4701	FY2023 Governor	2023	6865	13	Department of Natural Resources		11	10	AP	National Historic Preservation Fund		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0		NA  		2	7/1/2022	6/30/2027	LASHOOP	11/22/2021 16:17:22.987	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Jashryn Mendoza	9074652495	40	The National Historic Preservation Fund (NHPF) is a federal grant program to assist states with their historic preservation programs and projects executed through cooperative agreements or grants with federal and local agencies. This program contributes to the department’s mission through development, conservation, and use of Alaska’s heritage properties and is consistent with the public interest and the Alaska Historic Preservation Act. 	In FY2021, $500,000 Federal was appropriated through LB&A. 		X	600000	200000																					
4701	FY2023 Governor	2023	6896	16	Department of Transportation/Public Facilities		8	25	AL	Federal-Aid Aviation State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  		9	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:27:17.957	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match is required to pursue approximately $200 million in federal Aviation Improvement Program funds. The match will be used for Rural Airport System airports. The non-federal match share is 6.25%. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. This ROW can be used in lieu of the State matching funds on a federally-funded project.			X		17600000																					
4701	FY2023 Governor	2023	7470	16	Department of Transportation/Public Facilities		4	25	AP*	Airport Improvement Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		1	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:25:19.043	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956		Federal airport improvements are outlined in the Airport Improvement Program and the International Airports Program. The Airport Improvement Program (AIP) provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible.  	See project allocations for detailed project descriptions. 		X	272139250							9561030															
4701	FY2023 Governor	2023	30432	7	Department of Fish and Game		9	11	AP	Sport Fish Recreational Boating and Angler Access		N	N	5	Natural Resources	6	Construction	G	NA	N	0		NA  		1	7/1/2022	6/30/2027	LASHOOP	11/22/2021 15:51:42.027	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Paul Cyr	9072672264	Dave Rutz	9072672150	25	This project allows the Division of Sport Fish to continue to construct and upgrade recreational power boating and sport fish angler access facilities statewide using Sport Fish Restoration apportionment funds comprised of 75% federal assistance and 25% non-federal match. Federal regulations require that 15% of the annual Sport Fish Restoration Act (Dingell-Johnson/Wallop-Breaux Amendment) apportionment be dedicated to projects that benefit recreational power boaters. Projects include boat launches, mooring floats, parking lots, restrooms, fish cleaning facilities, and other services or like projects.	This proposal is a standing capital budget ask for $3,000,000 and is an expenditure that is required as part of grant stipulations associated with Dingell-Johnson grant award funds.  		X	2250000					750000																	
4701	FY2023 Governor	2023	30624	16	Department of Transportation/Public Facilities		2	25	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation		N	N	9	Transportation	2	Renewal and Replacement	G	NA	N	0		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:28:59.153	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	The Alaska Marine Highway System (AMHS) requires annual maintenance and overhaul on vessels and at terminals, particularly components or systems whose failures impact service in the short term.  Annual overhaul of vessels is necessary to pass United States Coast Guard (USGS) inspections and obtain a Certificate of Inspection (COI) necessary to operate in revenue service.			X												20000000											
4701	FY2023 Governor	2023	30628	16	Department of Transportation/Public Facilities		3	25	AP	State Equipment Fleet Replacement		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	0		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:28:59.243	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		This project is for replacement and/or refurbishment of equipment and vehicles that have reached the end of their useful life cycles and the continued conversion of vehicles to alternate fuel and related alternate fuel program expenses. Replacing assets that have high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps rental rates that are charged to agencies low.			X							25000000																
4701	FY2023 Governor	2023	30643	16	Department of Transportation/Public Facilities		14	25	AL	Federal Transit Administration Grants		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	6764		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:26:00.56	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Competitive grants from the Federal Transit Administration, administered by the Department of Transportation and Public Facilities, used to purchase transit vehicles for elderly and handicapped transportation and cover operating expenses of transit operators.  	There is also a small grant to the state for administering the program. Match for pass-through grants is 9.03% - 43.14% and is provided by the grantee. Match for planning is 20%, provided by the state.  		X	26670000																						
4701	FY2023 Governor	2023	30648	16	Department of Transportation/Public Facilities		1	25	AP	MH: Coordinated Transportation and Vehicles		N	N	9	Transportation	35	Equipment / Commodities	G	NA	Y	0		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/7/2021 11:51:59.18	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Tammy Kramer	9074654070	0	This project provides competitive grants for Mental Health Trust beneficiaries' coordinated transportation services. It also provides for the purchase of vehicles for beneficiaries where coordinated services are not yet available or appropriate.			X									1000000				300000										
4701	FY2023 Governor	2023	31375	16	Department of Transportation/Public Facilities		12	25	AL	Cooperative Reimbursable Projects		N	N	9	Transportation	6	Construction	G	NA	N	6764		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:27:18.007	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Cooperative reimbursable authority is required to allow the Department to bill entities for non-federal and non-State participating work.			X	5000000														10000000								
4701	FY2023 Governor	2023	32552	13	Department of Natural Resources		10	10	AP	Land and Water Conservation Fund Federal Grant Program		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	NH71	NA  		16	7/1/2022	6/30/2027	LASHOOP	11/22/2021 17:28:38.233	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Jashryn Mendoza	9074652495		"The Land and Water Conservation Fund (LWCF) is a federal 50-50 matching grant program for development or acquisition of public outdoor recreation areas and facilities. Each project provides short-term jobs in planning, construction, and management during the development phase, and long-term positive economic impacts. The State of Alaska typically uses half of its annual federal appropriation for State park projects, while the other half is granted to competing local governments (cities, boroughs or tribes) for public outdoor recreation projects within their jurisdictions. Recently, the apportionment for LWCF and a related fund through the Gulf of Mexico Energy Security Act (GOMESA) have increased dramatically.
"			X	2600000	1600000																					
4701	FY2023 Governor	2023	32610	16	Department of Transportation/Public Facilities		16	25	AP	Surface Transportation Program		N	N	9	Transportation	6	Construction	G	SurfTransPro	N	0		NA  		0	7/1/2022	6/30/2027	NASTEININGER	12/9/2021 11:48:04.35	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956	9	This project is for federal surface transportation improvements as outlined in the Statewide Transportation Improvement Program (STIP), the Fixing America's Surface Transportation Act (FAST), and the annual federal appropriations acts. The STIP is the state’s four-year program for transportation system preservation and development. It includes interstate, state and some local highways, bridges, ferries, and public transportation, but does not include airports or non-ferry-related ports and harbors. It covers all system improvements for which partial or full federal funding is approved and that are expected to take place during the duration of the STIP.			X	669500000																						
4701	FY2023 Governor	2023	32950	2	Department of Commerce, Community, and Economic Development		1	8	AP	Alaska Energy Authority - Electrical Emergencies Program		N	N	8	Development	16	Energy	G	NA	N	0		NA  		7	7/1/2022	6/30/2027	LASHOOP	11/24/2021 11:21:03.793	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Tim Sandstrom	9077713061	Curtis W. Thayer	9077713000		The Alaska Energy Authority’s (AEA) Electrical Emergencies program is critical to rural communities. Electrical emergencies can result in the loss of communications, lights, refrigeration systems, washeterias, water and sewer systems, and the use of other basic infrastructure and equipment. The program contributes to the Department's mission of promoting a healthy economy and strong communities, as electricity is considered essential for both community development and economic growth.	AEA received $200,000 in the FY2022 and anticipates funds will be depleted or nearly depleted by FY2023.		X			200000																				
4701	FY2023 Governor	2023	33485	16	Department of Transportation/Public Facilities		15	25	AL	Highway Safety Grants Program		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:25:35.36	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		The Alaska Highway Safety Office coordinates highway safety programming through federally-funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with State, tribal, and local governments. Per AS 19.10.075(b), this allocation includes $130,574 representing an amount equal to 50% of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2021 that was previously budgeted in the operating budget to be used for highway safety programs and grants.			X	8000000		130574																				
4701	FY2023 Governor	2023	33647	7	Department of Fish and Game		8	11	AP	Pacific Coastal Salmon Recovery Fund		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0		NA  		3	7/1/2022	6/30/2027	LASHOOP	11/22/2021 15:52:19.247	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Peter Bangs	9074658154	Sam Rabung	9074654210	33	This project allows the Department to continue receiving federal grant funds from the Pacific Coastal Salmon Recovery Fund. Projects are selected through a competitive process, with funding supporting stock assessment, harvest monitoring, and habitat projects. The 33% match requirement is passed on to the project funding recipients. Projects support the sustainability of Alaska salmon, enhance the ability of the Department to manage fisheries, and contribute to the economy and food security of the people of Alaska.			X	4400000																						
4701	FY2023 Governor	2023	33670	6	Department of Family and Community Services		1	26	AP	MH: Deferred Maintenance and Accessibility Improvements		N	N	4	Health/Human Services	4	Deferred Maintenance	G	NA	Y	0		STAT	Various	4	7/1/2022	6/30/2027	LASHOOP	12/7/2021 11:51:59.28	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	Capital grant funds offered competitively to providers serving Alaska Mental Health Trust beneficiaries will be awarded statewide to agencies on a competitive basis for deferred maintenance, including facility renovation and repair, energy efficiency upgrades, and accessibility improvements. This project contributes to the department’s mission “To promote and protect the health and well-being of Alaskans”. The funds are needed to keep program facilities operational and accessible.			X									250000				250000										
4701	FY2023 Governor	2023	33671	9	Department of Health		3	6	AP	MH: Home Modification and Upgrades to Retain Housing		N	N	4	Health/Human Services	5	Renovation and Remodeling	G	NA	Y	0		STAT	Various	5	7/1/2022	6/30/2027	LASHOOP	12/7/2021 11:51:59.397	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	This is a competitive capital grant program that provides housing modifications for persons with special needs. People are able to remain in their homes, thus reducing costs of providing supported housing or moving to institutional housing.			X									1050000				100000										
4701	FY2023 Governor	2023	33672	9	Department of Health		2	6	AP	MH: Essential Program Equipment		N	N	4	Health/Human Services	35	Equipment / Commodities	G	NA	Y	0	H535	STAT	Various	0	7/1/2022	6/30/2027	LASHOOP	12/7/2021 11:51:58.757	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 		          	Linnea Osborne	9074656333	0	This is a periodic competitive capital grant project administered by the Department of Health. Grantees are able to purchase durable goods such as snow blowers, kitchen equipment, therapeutic equipment, etc., that are essential to the core services and programs offered to clients. This capital project is offered every other year.			X									300000				300000										
4701	FY2023 Governor	2023	37769	13	Department of Natural Resources		6	10	AP	Federal and Local Government Funded Forest Resource and Fire Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		10	7/1/2022	6/30/2027	LASHOOP	11/22/2021 16:27:10.923	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 	Helge Eng	9074512660	Jashryn Mendoza	9074652495	0	This project provides receipt authority for federal and local government funded projects including competitive grant awards for hazardous fuels reduction, wildfire and prevention education, special forest disease surveys, forest restoration projects, biomass inventories, towns and cities targeted for community forestry projects, and tree plantings and forest stewardship plans. Other program areas complete work as part of the forest inventory and analysis (FIA) program, Good Neighbor Authority (GNA) projects with the USFS on federal lands in the Tongass and Chugach National Forests, Challenge Cost Share projects with the Tongass National Forest and agreements for one-time local government funded field projects.			X	7000000																						
4701	FY2023 Governor	2023	38424	16	Department of Transportation/Public Facilities		13	25	AL	Federal Emergency Projects		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:27:18.107	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Emergency federal funds are available from the Federal Highway Administration for declared emergencies. Money spent within 180 days of a declared emergency is funded at 100% federal; after the 180th day, State matching funds of approximately 9% are required. This appropriation may be used to address issues of an emergency nature with federal airport or highway formula funds.  			X	10000000																						
4701	FY2023 Governor	2023	38946	2	Department of Commerce, Community, and Economic Development		7	8	AP	Community Block Grants		N	N	8	Development	34	Life / Health / Safety	G	NA	N	0	DF0H	NA  	Various	2	7/1/2022	6/30/2027	LASHOOP	12/6/2021 11:17:18.263	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 			Micaela Fowler	9074652506		Community Block Grants encompass multiple federally funded programs, enabling the Department of Commerce, Community and Economic Development (DCCED) to provide grants to communities and non-profits that provide services and/or benefits for low to moderate income individuals.  			X	6250000	65000																					
4701	FY2023 Governor	2023	38948	2	Department of Commerce, Community, and Economic Development		10	8	AP	National Petroleum Reserve - Alaska Impact Grant Program		Y	N	8	Development	34	Life / Health / Safety	G	NA	N	0		NA  	Various	3	7/1/2022	6/30/2027	LASHOOP	12/6/2021 11:18:29.67	LASHOOP	12/14/2021 11:38:04.893	North Slope Borough	40	Arctic (HD 40)	CAP 			Micaela Fowler	9074652506	0	The National Petroleum Reserve - Alaska (NPR-A) program provides grants to communities for public facilities and services. Priority is given to those communities directly or severely impacted by the leases and development of oil and gas within the NPR-A. Funding comes from the federal government as a share of the funds received on leases issued within NPR-A. The project total amount is based on an estimate for FY2021 revenues. 	Approved for grant under National Petroleum Reserve-Alaska Impact Grant Program under AS 37.05.530(a). 		X										13800000													
4701	FY2023 Governor	2023	41376	5	Department of Environmental Conservation		5	18	AP*	Village Safe Water and Wastewater Infrastructure Projects		N	N	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0		STAT	Various	1	7/1/2022	6/30/2027	JRSTERN1	11/19/2021 14:53:54.483	BATYLER1	12/14/2021 12:03:02.077	Statewide	99	Statewide (HD 1-40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	The Village Safe Water program provides financial and technical assistance to rural communities to plan, design, and construct water and sewer system improvements. Sixty percent of the funding provides first-time service to communities while forty percent is used for expansion, upgrade, and replacement of existing service.			X	52250000	19500000													500000								
4701	FY2023 Governor	2023	41923	16	Department of Transportation/Public Facilities		10	25	AL	Other Federal Program Match		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  		0	7/1/2022	6/30/2027	LASHOOP	12/6/2021 12:27:19.197	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match required for federal programs funded by the National Highway Transportation Safety Administration, the Federal Motor Carrier Safety Administration, and the Federal Transit Administration.  			X		1300000																					
4701	FY2023 Governor	2023	42837	9	Department of Health		6	6	AP	Emergency Medical Services Match for Code Blue Project 		N	N	4	Health/Human Services	9	Equipment	G	NA	N	0		STAT	Various	7	7/1/2022	6/30/2027	LASHOOP	11/24/2021 13:37:24.01	BATYLER1	12/15/2021 09:07:48.558	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	Continue to support communities' purchase of essential emergency medical response equipment. The Code Blue Steering Committee was formed to identify and purchase critical Emergency Medical Services (EMS) equipment and ambulances for agencies around the state, particularly in rural locations. This year $500,000 is required to match federal, local, and private funds that are allocated to all seven regional offices for needs such as: ambulances, heart monitors, training equipment, and communications equipment. One dollar of State general funds leverages greater than four dollars in other fund sources.	This request is associated with several prior requests relating to the Emergency Medical Services Match for Code Blue Project. 		X		500000																					
4701	FY2023 Governor	2023	43322	7	Department of Fish and Game		6	11	AP	Facilities, Vessels, and Aircraft Maintenance, Repair, and Upgrades		N	N	5	Natural Resources	2	Renewal and Replacement	G	NA	N	0		NA  		8	7/1/2022	6/30/2027	LASHOOP	11/22/2021 15:55:27.003	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Melissa Hill	9074654208	Dayna Mackey	9074656077		This project is an annual need for facility, vessel, and aircraft maintenance, repair, and upgrades. The project helps maintain Department facilities, six research vessels used to support fishery monitoring efforts and stock assessment programs, and 15 research aircraft used to support commercial fisheries, sport fishing, and wildlife conservation research and monitoring and intensive management programs.			X			500000																				
4701	FY2023 Governor	2023	43347	7	Department of Fish and Game		5	11	AP	Endangered Species Act 		N	N	5	Natural Resources	33	Research / Studies / Planning	U	NA	N	0	F5ES	NA  		5	7/1/2022	6/30/2027	LASHOOP	11/22/2021 15:53:00.933	LASHOOP	12/14/2021 11:38:04.893	Statewide	99	Statewide (HD 1-40)	CAP 	Chris Krenz	9074655157	Eddie Grasser	9072672339	25	This capital project provides funds to fight unnecessary Endangered Species Act (ESA) actions. It will help the State to avoid federal ESA regulatory burdens and maintain the State’s right to manage fish and wildlife. This project enables the State’s legal and scientific engagement on ESA issues.			X	1750000		2000000												250000								
4701	FY2023 Governor	2023	45390	15	Department of Revenue		14	4	AP	MH: AHFC Homeless Assistance Program		N	N	4	Health/Human Services	31	Economic Assistance	G	AHFC	Y	0		NA  		11	7/1/2022	6/30/2027	LASHOOP	11/24/2021 18:27:21.56	LASHOOP	12/14/2021 11:38:04.92	Statewide	99	Statewide (HD 1-40)	CAP 	Laura Davis	9073308356	James Wiedle	9073308359	0	The Homeless Assistance Program provides grants to assist nonprofit organizations, local governments, and regional housing authorities in addressing the emergency needs of homeless and near-homeless.			X									850000				950000			6300000							
4701	FY2023 Governor	2023	45874	2	Department of Commerce, Community, and Economic Development		12	8	AP	Inter-Island Ferry Authority		N	N	9	Transportation	31	Economic Assistance	G	Named Recipient	N	0	DF0Q	RECI	Inter-Island Ferry Authority	6	7/1/2022	6/30/2027	KSSCHERRER	12/7/2021 13:57:53.89	LASHOOP	12/14/2021 11:38:04.893	Southeast Alaska	91	Southeast Region (HD 33-36)	CAP 			Micaela Fowler	9074652506		Inter-Island Ferry Authority (IFA) provides daily service between Ketchikan and Prince of Wales Island (POW). Passenger revenue and other funds are insufficient to cover projected costs. This transport link is a vital service to Southeast Alaska. IFA is continuing to refine its operations plan to maximize profits, reduce expenses and minimize reliance on state funds. This grant allows the Inter-Island Ferry Authority to continue operations in FY2023.			X			250000																				
