REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			PubSaf								Revenue		Unrestricted General Funds		150.0								
			PubSaf								Revenue		Unrestricted General Funds		300.0								
			PubSaf								Revenue		Unrestricted General Funds		240.0								
			PubSaf								Revenue		Unrestricted General Funds		750.0								
			PubSaf								Revenue		Unrestricted General Funds		500.0								
			PubSaf								Revenue		Unrestricted General Funds		1233.6								
			Revenue								Revenue		Unrestricted General Funds		1500.0								
			Revenue								Revenue		Unrestricted General Funds		1750.0								
			Revenue								Revenue		Other Funds		500.0								
			Revenue								Revenue		Unrestricted General Funds		500.0								
			Revenue								Revenue		Unrestricted General Funds		1750.0								
			Revenue								Revenue		Unrestricted General Funds		750.0								
			Revenue								Revenue		Federal Funds		4000.0								
			Revenue								Revenue		Federal Funds		3200.0								
			Revenue								Revenue		Unrestricted General Funds		1500.0								
			Revenue								Revenue		Federal Funds		6000.0								
			Revenue								Revenue		Unrestricted General Funds		350.0								
			Revenue								Revenue		Federal Funds		750.0								
			Revenue								Revenue		Unrestricted General Funds		1500.0								
			Revenue								Revenue		Federal Funds		3000.0								
			Revenue								Revenue		Unrestricted General Funds		3600.0								
			Revenue								Revenue		Other Funds		950.0								
			Revenue								Revenue		Designated General Funds		1500.0								
			Revenue								Revenue		Other Funds		200.0								
			Transportation								Revenue		Unrestricted General Funds		1509.5								
			Transportation								Revenue		Unrestricted General Funds		1000.0								
			Transportation								Revenue		Unrestricted General Funds		15000.0								
			Transportation								Revenue		Other Funds		22000.0								
			Transportation								Revenue		Other Funds		21522.1								
			Transportation								Revenue		Federal Funds		47200.0								
			Transportation								Revenue		Federal Funds		190000.0								
			Transportation								Revenue		Other Funds		5000.0								
			Transportation								Revenue		Federal Funds		5000.0								
			Transportation								Revenue		Federal Funds		680000.0								
			Transportation								Revenue		Other Funds		14700.0								
			Transportation								Revenue		Other Funds		71200.0								
			Transportation								Revenue		Unrestricted General Funds		1300.0								
			Transportation								Revenue		Other Funds		10000.0								
			Transportation								Revenue		Federal Funds		5000.0								
			Transportation								Revenue		Federal Funds		10000.0								
			Transportation								Revenue		Federal Funds		10000.0								
			Transportation								Revenue		Unrestricted General Funds		33.9								
			Transportation								Revenue		Federal Funds		8000.0								
			Transportation								Revenue		Designated General Funds		1000.0								
			Transportation								Revenue		Unrestricted General Funds		1000.0								
			Transportation								Revenue		Other Funds		300.0								
