scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 G/F Match	1004 Gen Fund	1005 GF/Prgm	1008 G/O Bonds	1018 EVOSS	1024 Fish/Game	1026 Hwy Capitl	1027 Int Airprt	1037 GF/MH	1063 NPR Fund	1075 Clean Wtr	1092 MHTAAR	1100 ADWF	1108 Stat Desig	1112 IntAptCons	1113 AHFC Bonds	1139 AHFC Div	1140 AIDEA Div	1153 State Land	1167 NTSC Bond	1169 PCE Endow	1195 SnoMachReg	1197 AK Cap Inc	1214 WhitTunnel	1226 High Ed	1243 SBR	1265 COVID Fed	1268 MH Tr Res	1269 CSLFRF	1270 FHWA CRRSA	1275 Reapprop
4616	Final FY2022 HB69 / HB71	2022	6855	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj6855.pdf	3	10	AP	Abandoned Mine Lands Reclamation Federal Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	NH63	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.197	LASHOOP	7/7/2021 11:01:07.63	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698525	Cheri Lowenstein	9074652422	0	The Legislature enacted the Alaska Surface Mining Control and Reclamation Act (SMCRA) in 1983 (AS.27.21). The act's primary purpose is to promote the reclamation of areas mined before the enactment of the federal Surface Mining Control and Reclamation Act of 1977. Conditions on some of these mined areas could endanger public health and safety, have environmental implications, and prevent the beneficial use of or damage land and water resources. This federal grant program funds the inventory and remediation of abandoned coal mining sites and facilities under SMCRA guidelines.			X	3200000																															
4616	Final FY2022 HB69 / HB71	2022	6865	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj6865.pdf	9	10	AP	National Historic Preservation Fund		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	NH72	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.527	LASHOOP	7/7/2021 10:45:14.7	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Cheri Lowenstein	9074652422	40	The National Historic Preservation Fund (NHPF) is a federal grant program to assist states with their historic preservation programs and projects executed through cooperative agreements or grants with federal and local agencies. This program contributes to the department’s mission through development, conservation, and use of Alaska’s heritage properties and is consistent with the public interest and the Alaska Historic Preservation Act. 			X	600000		0												0																	
4616	Final FY2022 HB69 / HB71	2022	6896	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj6896.pdf	69	25	AL	Federal-Aid Aviation State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772	TE81	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:28.06	SRWILLHOITE	6/30/2021 10:58:28.06	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match is required to pursue approximately $190 million in federal Aviation Improvement Program funds. The match will be used for Rural Airport System airports. The non-federal match share is 6.25%, for most rural system projects. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. This ROW can be used in lieu of the state matching funds on a federally funded project.			X		5200000															0															
4616	Final FY2022 HB69 / HB71	2022	7470	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj7470.pdf	11	25	AP*	Airport Improvement Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.553	LASHOOP	7/7/2021 11:06:45.777	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956		Federal airport improvements are outlined in the Airport Improvement Program and the International Airports Program. The Airport Improvement Program (AIP) provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible.  	See project allocations for detailed project descriptions. 		X	446875529								27582823							722059																
4616	Final FY2022 HB69 / HB71	2022	30432	70	Department of Fish and Game	22_budget/Fish/Enacted/2022proj30432.pdf	8	11	AP	Sport Fish Recreational Boating and Angler Access		N	N	5	Natural Resources	6	Construction	G	NA	N	0	F2RQ	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:18.86	LASHOOP	7/7/2021 09:14:10.94	Statewide	99	Statewide (HD 1-40)	CAP 	Paul Cyr	9072672264	Dave Rutz	9072672150	25	This project allows the Division of Sport Fish to continue to construct and upgrade recreational power boating and sport fish angler access facilities statewide using Sport Fish Restoration apportionment funds comprised of 75% federal assistance and 25% non-federal match. Federal regulations require that 15% of the annual Sport Fish Restoration Act (Dingell-Johnson/Wallop-Breaux Amendment) apportionment be dedicated to projects that benefit recreational power boaters. Projects include boat launches, mooring floats, parking lots, restrooms, fish cleaning facilities, and other services or like projects.	This proposal is a standing capital budget ask for $3,000,000.  		X	2250000						750000																									
4616	Final FY2022 HB69 / HB71	2022	30624	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj30624.pdf	1	25	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation		N	N	9	Transportation	2	Renewal and Replacement	G	NA	N	0	TE10	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.547	SRWILLHOITE	6/30/2021 10:58:23.547	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	The Alaska Marine Highway System (AMHS) requires annual maintenance and overhaul on vessels and at terminals, particularly components or systems whose failures impact service in the short term.  Annual overhaul of vessels is necessary to pass United States Coast Guard (USGS) inspections and obtain a Certificate of Inspection (COI) necessary to operate in revenue service.			X			0																												15000000	
4616	Final FY2022 HB69 / HB71	2022	30628	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj30628.pdf	4	25	AP	State Equipment Fleet Replacement		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	0	TE13	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:23.973	SRWILLHOITE	6/30/2021 10:58:23.973	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		This project is for replacement and/or refurbishment of equipment and vehicles, which have reached the end of their useful life cycles and continued conversion of vehicles to alternate fuel and related alternate fuel program expenses. Replacing assets with high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps rental rates that are charged to agencies low.			X								25000000																								
4616	Final FY2022 HB69 / HB71	2022	30648	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj30648.pdf	77	25	AP	MH: Coordinated Transportation and Vehicles		N	N	9	Transportation	35	Equipment / Commodities	G	NA	Y	0	TE01	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.817	SRWILLHOITE	6/30/2021 10:58:24.817	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956	0	This project provides for competitive grants for coordinated transportation services for Mental Health Trust beneficiaries and the purchase of vehicles for beneficiaries where coordinated services are not yet available or appropriate.			X										1000000			300000																			
4616	Final FY2022 HB69 / HB71	2022	31375	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj31375.pdf	73	25	AL	Cooperative Reimbursable Projects		N	N	9	Transportation	6	Construction	G	NA	N	6764	TE91	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:28.23	SRWILLHOITE	6/30/2021 10:58:28.23	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Cooperative reimbursable authority is required to allow the department to bill entities for non-federal and non-state participating work.			X	5000000														10000000																	
4616	Final FY2022 HB69 / HB71	2022	32552	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj32552.pdf	8	10	AP	PARKS Land and Water Conservation Fund Federal Grant Program		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	NH71	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.48	LASHOOP	7/7/2021 10:46:41.917	Statewide	99	Statewide (HD 1-40)	CAP 	Ricky Gease	9072698701	Cheri Lowenstein	9074652422		The Land and Water Conservation Fund (LWCF) is a federal 50-50 matching grant program for development or acquisition of public outdoor recreation areas and facilities. Each project provides short-term jobs in planning, construction and management during the development phase, and long-term positive economic impacts. The State of Alaska typically uses half of its annual federal appropriation for state park projects, while the other half is granted to competing local governments (cities, boroughs or tribes) for public outdoor recreation projects within their jurisdictions. Recently, the apportionment for LWCF and a related fund through the Gulf of Mexico Energy Security Act (GOMESA) have increased dramatically. 			X	3500000	2152655																														
4616	Final FY2022 HB69 / HB71	2022	32609	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj32609.pdf	70	25	AL	Federal-Aid Highway State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772	TE82	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:28.137	SRWILLHOITE	6/30/2021 10:58:28.137	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		State match is required for approximately $680 million in federal-aid highway funding. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. This ROW can be used in lieu of the state matching funds on a federally funded project. It is also provided that match funds be eligible for correcting off-system bridges. When the state performs work on improving bridges with non-federal funds, the value of this work can be credited as required match toward federally-funded bridge work. This means each such match dollar serves the state twice, once correcting a bridge problem and again as a match credit.  			X		63221000															0	7979000														
4616	Final FY2022 HB69 / HB71	2022	32610	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj32610.pdf	78	25	AP*	Surface Transportation Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:24.847	LASHOOP	7/7/2021 11:07:10.017	Statewide	99	Statewide (HD 1-40)	CAP 		          	Dom Pannone	9074652956	9	Governor put forward $680M as single appropriation; Senate and House split appropriation into allocations for specific projects. 	This project is for federal surface transportation improvements as outlined in the Statewide Transportation Improvement Program (STIP), the Fixing America's Surface Transportation Act (FAST), and the annual federal appropriations acts. The STIP is the state’s four-year program for transportation system preservation and development. It includes interstate, state and some local highways, bridges, ferries and public transportation, but does not include airports or non-ferry-related ports and harbors. It cove		X	862972298																											0				0
4616	Final FY2022 HB69 / HB71	2022	33485	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj33485.pdf	76	25	AL	Highway Safety Grants Program		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	TE94	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:28.467	SRWILLHOITE	6/30/2021 10:58:28.467	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		The Alaska Highway Safety Office coordinates highway safety programming through federally funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with state, tribal and local governments. Per AS 19.10.075(b), this allocation includes $33,858 representing an amount equal to 50% of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2020 that was previously budgeted in the operating budget to be used for highway safety programs and grants.			X	8000000		33858																													
4616	Final FY2022 HB69 / HB71	2022	33647	70	Department of Fish and Game	22_budget/Fish/Enacted/2022proj33647.pdf	7	11	AP	Pacific Coastal Salmon Recovery Fund		N	N	5	Natural Resources	33	Research / Studies / Planning	G	NA	N	0	FMPV	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:18.77	LASHOOP	7/7/2021 09:14:16.733	Statewide	99	Statewide (HD 1-40)	CAP 	Peter Bangs	9074658154	Sam Rabung	9074654210	33	This project allows the department to continue receiving federal grant funds from the Pacific Coastal Salmon Recovery Fund. Projects are selected through a competitive process, with funding supporting stock assessment, harvest monitoring, and habitat projects. The 33% match requirement is passed on to the project funding recipients. Projects support the sustainability of Alaska salmon, enhance the ability of the department to manage fisheries, and contribute to the economy and food security of the people of Alaska.			X	4400000																															
4616	Final FY2022 HB69 / HB71	2022	33670	90	Department of Health & Social Services	22_budget/HSS/Enacted/2022proj33670.pdf	13	6	AP	MH: Deferred Maintenance and Accessibility Improvements		N	Y	4	Health/Human Services	4	Deferred Maintenance	G	NA	Y	0	H567	STAT	Various	4	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:19.583	SRWILLHOITE	6/30/2021 11:08:23.377	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	"Capital grant funds offered to providers serving Alaska Mental Health Trust beneficiaries will be awarded statewide to agencies on a competitive basis for deferred maintenance, including facility renovation and repair, energy efficiency upgrades, and accessibility improvements. This project contributes to the department’s mission “To promote and protect the health and well-being of Alaskans.” The funds are needed to keep program facilities operational and accessible.
"			X										0			250000																0			
4616	Final FY2022 HB69 / HB71	2022	33671	90	Department of Health & Social Services	22_budget/HSS/Enacted/2022proj33671.pdf	12	6	AP	MH: Home Modification and Upgrades to Retain Housing		N	Y	4	Health/Human Services	5	Renovation and Remodeling	G	NA	Y	0	H546	STAT	Various	5	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:19.507	SRWILLHOITE	6/30/2021 11:07:42.048	Statewide	99	Statewide (HD 1-40)	CAP 	Amy Burke	9074651624	Amy Burke	9074651624	0	This is a competitive capital grant program that provides housing modifications for persons with special needs. People are able to remain in their homes, thus reducing costs of providing supported housing or moving to institutional housing.			X										0			250000																0			
4616	Final FY2022 HB69 / HB71	2022	33690	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj33690.pdf	20	10	AP	Snowmobile Trail Development Program and Grants		N	N	5	Natural Resources	39	Parks / Recreation	G	NA	N	0	NH88	NA  		14	7/1/2020	6/30/2025	SRWILLHOITE	6/30/2021 10:58:21.12	LASHOOP	7/7/2021 10:46:51.157	Statewide	99	Statewide (HD 1-40)	CAP 		          	Raquel Solomon-Gross	9074652422	0	"Legislative add
Snowmobiling is one of Alaska’s fastest growing outdoor activities and a very important transportation resource for rural communities. There is a growing demand to develop and maintain trails and trailheads to provide for safe riding opportunities and transportation routes, and to educate riders about safe riding practices. Funds for this program are provided by snowmobile registration fees paid by Alaskans and are distributed in the form of grants for trail development and maintenance, trail marking and signing, and safety education."			X																							250000									
4616	Final FY2022 HB69 / HB71	2022	33955	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj33955.pdf	13	10	AP	Wildland Fire Engine Replacement		N	N	5	Natural Resources	2	Renewal and Replacement	O	NA	N	0	NH80	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.67	LASHOOP	7/7/2021 10:47:00.07	Statewide	99	Statewide (HD 1-40)	CAP 	Chris Maisch	9074512690	Cheri Lowenstein	9074652422	0	The Division of Forestry (DOF) is requesting funds for a scheduled fire engine replacement. DOF has Department of Transportation State Equipment Fleet vehicle credits totaling $1,278.0 to offset the cost of a new fire engine. The initial replacement bids, including freight, will be approximately $1,488.0. DOF anticipates needing up to $250.0 in additional funds to complete the acquisition. 	This replacement is standard for Type 6 and Type 8 engines. With the costs increasing significantly since the last purchase, replacement credits are not sufficient to cover the full replacement cost. The additional $250.0 will reduce the states' long-term operating costs through vehicle warranty and reduced maintenance costs.		X			250000		0																											
4616	Final FY2022 HB69 / HB71	2022	35825	140	Department of Public Safety	22_budget/PublicSafety/Enacted/2022proj35825.pdf	2	12	AP	Marine Fisheries Patrol Improvements		N	N	7	Public Protection	34	Life / Health / Safety	O	NA	N	0	PM05	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:22.293	SRWILLHOITE	6/30/2021 10:58:22.293	Statewide	99	Statewide (HD 1-40)	CAP 	Douglas Massie	9072695955	Elizabeth Dunayski	9074655505	0	This annual project is part of a joint enforcement agreement (JEA) with the National Marine Fisheries Service. Federally regulated marine fisheries occur on a year-round basis in the coastal and offshore waters of Alaska. Both the federal and state governments share an interest in ensuring these fisheries are protected. This project will help the department achieve its mission to ensure public safety and enforce fish and wildlife laws and protection wildlife resources. The JEA federal funding has been included in the capital budget as it primarily funds equipment purchases.	"Continuing grant from the National Oceanic and Atmospheric Administration (NOAA) for specific activities related to marine fisheries enforcement.
"		X	1100000																															
4616	Final FY2022 HB69 / HB71	2022	37762	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj37762.pdf	5	10	AP	Cooperative Water Resource Program Pass-through to USGS for Stream Gaging Projects		N	N	5	Natural Resources	38	Water / Sewer / Solid Waste	G	NA	N	0	NH68	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.307	LASHOOP	7/7/2021 11:02:33.513	Statewide	99	Statewide (HD 1-40)	CAP 	Marty Parsons	9072698625	Cheri Lowenstein	9074652422		This project allows the Department of Natural Resources (DNR) to accept funds from the private sector and local governments and to pass funds through to US Geological Survey (USGS) and US Natural Resource Conservation Service (NRCS) as part of funding agreements for cooperative water resource programs. Industry and local government often request and pay for USGS and NRC5 to install equipment to obtain hydrologic data. These data are needed for resource development and permitting projects such as mining, hydroelectric, or public water supply. If gaging funding is passed through a state agency, funds can be matched up to 100% by the federal government.			X															300000																	
4616	Final FY2022 HB69 / HB71	2022	37769	130	Department of Natural Resources	22_budget/DNR/Enacted/2022proj37769.pdf	6	10	AP	Federal and Local Government Funded Forest Resource and Fire Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0	NH69	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:20.383	LASHOOP	7/7/2021 10:47:08.68	Statewide	99	Statewide (HD 1-40)	CAP 	Chris Maisch	9074512660	Cheri Lowenstein	9074652422	0	This project provides receipt authority for federal and local government funded projects including competitive grant awards for hazardous fuels reduction, wildfire and prevention education, special forest disease surveys, forest restoration projects, biomass inventories, towns and cities targeted for community forestry projects, and tree plantings and forest stewardship plans. Other program areas complete work as part of the forest inventory and analysis (FIA) program, Good Neighbor Authority (GNA) projects with the USFS on federal lands in the Tongass and Chugach National Forests, Challenge Cost Share projects with the Tongass National Forest and agreements for one-time local government funded field projects.			X	7000000																															
4616	Final FY2022 HB69 / HB71	2022	38424	160	Department of Transportation/Public Facilities	22_budget/Trans/Enacted/2022proj38424.pdf	74	25	AL	Federal Emergency Projects		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	TE92	NA  		0	7/1/2021	6/30/2026	SRWILLHOITE	6/30/2021 10:58:28.31	SRWILLHOITE	6/30/2021 10:58:28.31	Statewide	99	Statewide (HD 1-40)	CAP 			Dom Pannone	9074652956		Emergency federal funds are available from the Federal Highway Administration (FHWA) for declared emergencies. Money spent within 180 days of a declared emergency is funded at 100% federal; after the 180th day, about 9% state match is required. This appropriation may be used to address issues of an emergency nature with federal airport or highway formula funds.  			X	10000000																															
