REPORT_SORT	DEPT_NUM	DEPT_SORT	DEPT_NAME	RDU_NUM	RDU_SORT	RDU_NAME	COMP_NUM	COMP_SORT	COMP_NAME	REPORT_LINE	LINE_TYPE	FUND_CODE	FUND_GROUP	DUPLICATED_INDICATOR	SCEN1_AMOUNT	SCEN2_AMOUNT	SCEN3_AMOUNT	SCEN4_AMOUNT	SCEN5_AMOUNT	SCEN6_AMOUNT	SCEN7_AMOUNT	SCEN8_AMOUNT	SCEN9_AMOUNT
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1003 General Fund Match	AP				250.0								
			Fish & Game			Endangered Species Act - Legal and Research Needs to Protect State Right to Manage				1004 General Fund Receipts	AP				750.0								
			Fish & Game			Pacific Cod Disaster Funding - 2018 Gulf of Alaska				1002 Federal Receipts	AP				1000.0								
			Fish & Game			Copper River Boat Launch Facilities Improvements				1024 Fish/Game	AP				165.0								
			Fish & Game			Facilities, Vessels and Aircraft Maintenance, Repair and Upgrades				1197 AK Cap Inc	AP				500.0								
			Fish & Game			Pacific Coastal Salmon Recovery Fund				1002 Federal Receipts	AP				4400.0								
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1002 Federal Receipts	AP				2250.0								
			Fish & Game			Sport Fish Recreational Boating and Angler Access				1024 Fish/Game	AP				750.0								
			Fish & Game			Wildlife Management, Research and Hunting Access				1002 Federal Receipts	AP				11250.0								
			Fish & Game			Wildlife Management, Research and Hunting Access				1024 Fish/Game	AP				1250.0								
			Fish & Game			Wildlife Management, Research and Hunting Access				1108 Statutory Designated Program Receipts	AP				2500.0								
			Governor			Statewide Deferred Maintenance, Renovation, and Repair				1197 AK Cap Inc	AP				49250.0								
			Health & Social Svcs			Pioneer Homes Facility Improvements				1004 General Fund Receipts	AP*				137.7								
			Health & Social Svcs			Pioneer Homes Facility Improvements			Ketchikan Pioneer Home HVAC Intake Damper Assembly	1004 General Fund Receipts	AL				76.5								
			Health & Social Svcs			Pioneer Homes Facility Improvements			Palmer Alaska Veterans and Pioneer Home Safety Fencing	1004 General Fund Receipts	AL				61.2								
			Health & Social Svcs			Health Information Exchange				1002 Federal Receipts	AP				3600.8								
			Health & Social Svcs			Health Information Exchange				1004 General Fund Receipts	AP				480.1								
			Health & Social Svcs			Juneau Pioneer Home ADA-Compliant Courtyard				1004 General Fund Receipts	AP				424.0								
			Health & Social Svcs			Emergency Medical Services Match for Code Blue Project 				1003 General Fund Match	AP				500.0								
			Health & Social Svcs			MH: Assistive Technology				1268 MH Tr Res	AP				500.0								
			Health & Social Svcs			MH: Home Modification and Upgrades to Retain Housing				1092 Mental Health Trust Authority Authorized Receipts	AP				250.0								
			Health & Social Svcs			MH: Home Modification and Upgrades to Retain Housing				1268 MH Tr Res	AP				900.0								
			Health & Social Svcs			MH: Deferred Maintenance and Accessibility Improvements				1092 Mental Health Trust Authority Authorized Receipts	AP				250.0								
			Health & Social Svcs			MH: Deferred Maintenance and Accessibility Improvements				1268 MH Tr Res	AP				250.0								
			Military & Veterans Affairs			State Homeland Security Grant Programs				1002 Federal Receipts	AP				7500.0								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson (JBER)				1002 Federal Receipts	AP				2500.0								
			Military & Veterans Affairs			Mass Notification System - Joint Base Elmendorf Richardson (JBER)				1003 General Fund Match	AP				2500.0								
			Military & Veterans Affairs			Joint Base Elmendorf Richardson (JBER) Digital Control, Generator, and Preventative Maintenance				1002 Federal Receipts	AP				4037.5								
			Military & Veterans Affairs			Joint Base Elmendorf Richardson (JBER) Digital Control, Generator, and Preventative Maintenance				1004 General Fund Receipts	AP				3812.5								
			Military & Veterans Affairs			Kotzebue Tarmac Repair and Maintenance 				1002 Federal Receipts	AP				387.5								
			Military & Veterans Affairs			Kotzebue Tarmac Repair and Maintenance 				1004 General Fund Receipts	AP				4812.5								
			Natural Resources			Agriculture Specialty Crop Block Grant				1002 Federal Receipts	AP				4500.0								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1002 Federal Receipts	AP				1500.0								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1003 General Fund Match	AP				500.0								
			Natural Resources			Critical Minerals Mapping - Earth MRI (3DEEP)				1108 Statutory Designated Program Receipts	AP				200.0								
			Natural Resources			Abandoned Mine Lands Reclamation Federal Program				1002 Federal Receipts	AP				3200.0								
			Natural Resources			Geological Mapping for Energy Development (USGS STATEMAP)				1002 Federal Receipts	AP				600.0								
			Natural Resources			Geological Mapping for Energy Development (USGS STATEMAP)				1003 General Fund Match	AP				300.0								
			Natural Resources			Cooperative Water Resource Program Pass-through to USGS for Stream Gaging Projects				1108 Statutory Designated Program Receipts	AP				300.0								
			Natural Resources			Federal and Local Government Funded Forest Resource and Fire Program				1002 Federal Receipts	AP				7000.0								
			Natural Resources			Land Sales - New Subdivision Development				1153 State Land	AP				500.0								
			Natural Resources			Land and Water Conservation Fund Federal Grant Program				1002 Federal Receipts	AP				3500.0								
			Natural Resources			Land and Water Conservation Fund Federal Grant Program				1003 General Fund Match	AP				2152.7								
			Natural Resources			National Historic Preservation Fund				1002 Federal Receipts	AP				600.0								
			Natural Resources			National Historic Preservation Fund				1108 Statutory Designated Program Receipts	AP				200.0								
			Natural Resources			National Recreational Trails Federal Grant Program				1002 Federal Receipts	AP				1500.0								
			Natural Resources			National Recreational Trails Federal Grant Program				1005 General Fund/Program Receipts	AP				100.0								
			Natural Resources			State Park Electronic Fee Stations				1005 General Fund/Program Receipts	AP				220.0								
			Public Safety			Marine Fisheries Patrol Improvements				1002 Federal Receipts	AP				1100.0								
			Public Safety			Fire & Life Safety Vehicles				1004 General Fund Receipts	AP				150.0								
			Public Safety			Crime Laboratory Equipment Replacement				1004 General Fund Receipts	AP				300.0								
			Public Safety			Replace Training Video Simulator				1004 General Fund Receipts	AP				240.0								
			Public Safety			AWT Law Enforcement Equipment and Off-Highway Vehicle Replacement				1004 General Fund Receipts	AP				750.0								
			Public Safety			AST Law Enforcement Equipment Replacement				1004 General Fund Receipts	AP				500.0								
			Public Safety			Vehicle Replacement				1004 General Fund Receipts	AP				1233.6								
			Revenue			AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1108 Statutory Designated Program Receipts	AP				500.0								
			Revenue			AHFC Teacher, Health and Public Safety Professionals Housing				1139 AHFC Div	AP				1750.0								
			Revenue			AHFC Energy Efficiency Research				1139 AHFC Div	AP				500.0								
			Revenue			AHFC Senior Citizens Housing Development Program				1139 AHFC Div	AP				1750.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1002 Federal Receipts	AP				4000.0								
			Revenue			AHFC Housing and Urban Development Federal HOME Grant				1139 AHFC Div	AP				750.0								
			Revenue			AHFC Housing and Urban Development Capital Fund Program				1002 Federal Receipts	AP				3200.0								
			Revenue			AHFC Federal and Other Competitive Grants				1002 Federal Receipts	AP				6000.0								
			Revenue			AHFC Federal and Other Competitive Grants				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Competitive Grants for Public Housing				1002 Federal Receipts	AP				750.0								
			Revenue			AHFC Competitive Grants for Public Housing				1139 AHFC Div	AP				350.0								
			Revenue			AHFC Supplemental Housing Development Program				1139 AHFC Div	AP				1500.0								
			Revenue			AHFC Energy Programs Weatherization				1002 Federal Receipts	AP				3000.0								
			Revenue			MH: AHFC Homeless Assistance Program				1092 Mental Health Trust Authority Authorized Receipts	AP				950.0								
			Revenue			MH: AHFC Homeless Assistance Program				1139 AHFC Div	AP				3600.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1092 Mental Health Trust Authority Authorized Receipts	AP				200.0								
			Revenue			MH: AHFC Beneficiary and Special Needs Housing				1268 MH Tr Res	AP				1500.0								
			Transportation			Computerized Maintenance Management System (CMMS) - Year 3				1004 General Fund Receipts	AP				1509.5								
			Transportation			Weigh Station Scale Repairs				1004 General Fund Receipts	AP				1000.0								
			Transportation			Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation				1004 General Fund Receipts	AP				15000.0								
			Transportation			State Equipment Fleet Replacement				1026 Highways/Equipment Working Capital Fund	AP				22000.0								
			Transportation			Airport Improvement Program				1002 Federal Receipts	AP*				242200.0								
			Transportation			Airport Improvement Program				1027 International Airport Revenue Fund	AP*				25800.0								
			Transportation			Airport Improvement Program				1112 International Airports Construction Fund	AP*				722.1								
			Transportation			Airport Improvement Program			Alaska International Airport System	1002 Federal Receipts	AL				47200.0								
			Transportation			Airport Improvement Program			Alaska International Airport System	1027 International Airport Revenue Fund	AL				20800.0								
			Transportation			Airport Improvement Program			Alaska International Airport System	1112 International Airports Construction Fund	AL				722.1								
			Transportation			Airport Improvement Program			Rural Airport Improvement Program	1002 Federal Receipts	AL				190000.0								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1002 Federal Receipts	AL				5000.0								
			Transportation			Airport Improvement Program			Alaska International Airport System Reimbursable Projects	1027 International Airport Revenue Fund	AL				5000.0								
			Transportation			Surface Transportation Program				1002 Federal Receipts	AP				680000.0								
			Transportation			Federal Program Match				1003 General Fund Match	AP*				1300.0								
			Transportation			Federal Program Match				1113 AHFC Bonds	AP*				85900.0								
			Transportation			Federal Program Match			Federal-Aid Aviation State Match	1113 AHFC Bonds	AL				14700.0								
			Transportation			Federal Program Match			Federal-Aid Highway State Match	1113 AHFC Bonds	AL				71200.0								
			Transportation			Federal Program Match			Other Federal Program Match	1003 General Fund Match	AL				1300.0								
			Transportation			Statewide Federal Programs				1002 Federal Receipts	AP*				33000.0								
			Transportation			Statewide Federal Programs				1004 General Fund Receipts	AP*				33.9								
			Transportation			Statewide Federal Programs				1108 Statutory Designated Program Receipts	AP*				10000.0								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1002 Federal Receipts	AL				5000.0								
			Transportation			Statewide Federal Programs			Cooperative Reimbursable Projects	1108 Statutory Designated Program Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Federal Emergency Projects	1002 Federal Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Federal Transit Administration Grants	1002 Federal Receipts	AL				10000.0								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1002 Federal Receipts	AL				8000.0								
			Transportation			Statewide Federal Programs			Highway Safety Grants Program	1004 General Fund Receipts	AL				33.9								
			Transportation			Federal-Aid Highway Project Match Credits				1005 General Fund/Program Receipts	AP				1000.0								
			Transportation			MH: Coordinated Transportation and Vehicles				1037 GF/MH	AP				1000.0								
			Transportation			MH: Coordinated Transportation and Vehicles				1092 Mental Health Trust Authority Authorized Receipts	AP				300.0								
			Judiciary			Courts Statewide Deferred Maintenance				1004 General Fund Receipts	AP				2300.0								
