SCENARIO_ID	SCENARIO_NAME	DEPT	PROJ_ORDER	REFNUM	ALAP	PROJ_TITLE	PROJ_CAT	PROJ_TYPE	UGF_AMOUNT	DGF_AMOUNT	O_AMOUNT	F_AMOUNT	PROJ_TOTAL
4895	FY2023 Final Enacted HB281	Health	7	63908	AP	Health Information Exchange	Health/Human Services	Information Technology / Systems / Communication	5220000	0	0	900000	6120000
4895	FY2023 Final Enacted HB281	M&VA	5	63928	AP	DMVA Deferred Maintenance, Replacement, and Renewal 	Public Protection	Construction	0	0	0	12000000	12000000
4895	FY2023 Final Enacted HB281	M&VA	8	61869	AP	State Homeland Security Grant Programs	Public Protection	Life / Health / Safety	240400	0	0	11164000	11404400
4895	FY2023 Final Enacted HB281	NatRes	0	63971	AP	Fire Crew Vehicle Replacement	Public Protection	Equipment / Commodities	720000	0	0	0	720000
4895	FY2023 Final Enacted HB281	NatRes	0	64331	AP	National Geological and Geophysical Data Preservation Program (NGGDPP)	Natural Resources	Life / Health / Safety	1000000	0	0	2290000	3290000
4895	FY2023 Final Enacted HB281	NatRes	0	64372	AP	Coastal and Nearshore Mapping of Alaska	Health/Human Services	Life / Health / Safety	0	0	0	5000000	5000000
4895	FY2023 Final Enacted HB281	NatRes	0	64525	AP	Snowmobile Trail Development Program and Grants (HD 1-40)	Development	Parks / Recreation	0	250000	0	0	250000
4895	FY2023 Final Enacted HB281	NatRes	1	63437	AP	RS2477 Access Development - Advancing State's Rights in Navigability and Revised Statute 2477	Development	Research / Studies / Planning	2500000	0	0	0	2500000
4895	FY2023 Final Enacted HB281	NatRes	2	6855	AP	Abandoned Mine Lands Reclamation Federal Program	Natural Resources	Life / Health / Safety	0	0	0	4533000	4533000
4895	FY2023 Final Enacted HB281	NatRes	2	61849	AP	Critical Minerals Mapping - Earth MRI (3DEEP)	Natural Resources	Research / Studies / Planning	2750000	0	250000	7500000	10500000
4895	FY2023 Final Enacted HB281	NatRes	3	62649	AP	Arctic Strategic Transportation and Resource Project	Development	Research / Studies / Planning	2500000	0	0	0	2500000
4895	FY2023 Final Enacted HB281	NatRes	4	63979	AP	Big Eddy EVOS Restoration and Improvements	Public Protection	Parks / Recreation	0	0	4329567	0	4329567
4895	FY2023 Final Enacted HB281	NatRes	6	37769	AP	Community Wildfire Defense Grants	Natural Resources	Life / Health / Safety	0	0	0	10000000	10000000
4895	FY2023 Final Enacted HB281	NatRes	8	60937	AP	Geological Mapping for Energy Development (USGS STATEMAP)	Natural Resources	Research / Studies / Planning	600000	0	0	600000	1200000
4895	FY2023 Final Enacted HB281	NatRes	9	62874	AP	Land Sales - New Subdivision Development	Development	Renewal and Replacement	0	500000	0	0	500000
4895	FY2023 Final Enacted HB281	NatRes	10	32552	AP	Land and Water Conservation Fund Federal Grant Program	Natural Resources	Parks / Recreation	1600000	0	0	2600000	4200000
4895	FY2023 Final Enacted HB281	NatRes	11	6865	AP	National Historic Preservation Fund	Natural Resources	Parks / Recreation	200000	0	0	600000	800000
4895	FY2023 Final Enacted HB281	NatRes	12	6854	AP	National Recreational Trails Federal Grant Program	Natural Resources	Parks / Recreation	150000	0	0	1500000	1650000
4895	FY2023 Final Enacted HB281	NatRes	13	63826	AP	Potter Marsh Watershed Conservation Project Phase I	Natural Resources	Life / Health / Safety	0	0	0	1000000	1000000
4895	FY2023 Final Enacted HB281	NatRes	14	61854	AP	State Park Electronic Fee Stations	Natural Resources	Parks / Recreation	650000	0	0	0	650000
4895	FY2023 Final Enacted HB281	NatRes	15	63828	AP	Statewide Park Sanitation Deferred Maintenance and Facility Upgrades	Natural Resources	Deferred Maintenance	1418000	0	0	0	1418000
4895	FY2023 Final Enacted HB281	PubSaf	1	63869	AP	Law Enforcement Off Highway Vehicle Replacement	Public Protection	Equipment / Commodities	750000	0	0	0	750000
4895	FY2023 Final Enacted HB281	PubSaf	2	63881	AP	Marine Fisheries Patrol Improvements	Public Protection	Research / Studies / Planning	0	0	0	1200000	1200000
4895	FY2023 Final Enacted HB281	PubSaf	3	63880	AP	AWT Medium-Class Vessel Replacement	Public Protection	Equipment / Commodities	1800000	0	0	0	1800000
4895	FY2023 Final Enacted HB281	Rev	1	6350	AP	AHFC Competitive Grants for Public Housing	Health/Human Services	Life / Health / Safety	350000	0	0	1000000	1350000
4895	FY2023 Final Enacted HB281	Rev	2	6351	AP	AHFC Energy Efficiency Research	Development	Energy	1000000	0	0	2000000	3000000
4895	FY2023 Final Enacted HB281	Rev	3	50683	AP	AHFC Energy Programs Weatherization	Health/Human Services	Life / Health / Safety	1800000	0	0	21386814	23186814
4895	FY2023 Final Enacted HB281	Rev	4	6348	AP	AHFC Federal and Other Competitive Grants	Health/Human Services	Life / Health / Safety	1500000	0	0	6000000	7500000
4895	FY2023 Final Enacted HB281	Rev	5	6342	AP	AHFC Housing and Urban Development Capital Fund Program	Development	Renewal and Replacement	0	0	0	3200000	3200000
4895	FY2023 Final Enacted HB281	Rev	6	6347	AP	AHFC Housing and Urban Development Federal HOME Grant	Development	Economic Assistance	750000	0	0	4000000	4750000
4895	FY2023 Final Enacted HB281	Rev	7	60777	AP	AHFC Rental Assistance for Persons Displaced Due to Domestic Violence - Empowering Choice Housing Program (ECHP)	Health/Human Services	Life / Health / Safety	1500000	0	0	0	1500000
4895	FY2023 Final Enacted HB281	Rev	8	6323	AP	AHFC Supplemental Housing Development Program	Development	Construction	3000000	0	0	0	3000000
4895	FY2023 Final Enacted HB281	Rev	9	49395	AP	AHFC Teacher, Health, and Public Safety Professionals Housing	Development	Economic Assistance	18750000	0	500000	2000000	21250000
4895	FY2023 Final Enacted HB281	Rev	11	64180	AL	MH: AHFC Senior Citizens Housing Predevelopment Program (SCHPP)	Development	Construction	500000	0	0	0	500000
4895	FY2023 Final Enacted HB281	Rev	12	64182	AL	AHFC Senior Citizens Housing Development Program	Development	Construction	1750000	0	0	0	1750000
4895	FY2023 Final Enacted HB281	Rev	13	6360	AP	MH: AHFC Beneficiary and Special Needs Housing	Health/Human Services	Life / Health / Safety	3250000	0	200000	0	3450000
4895	FY2023 Final Enacted HB281	Rev	14	45390	AP	MH: AHFC Homeless Assistance Program	Health/Human Services	Economic Assistance	7150000	0	950000	0	8100000
4895	FY2023 Final Enacted HB281	Trans	1	64467	AP	State Funded Road and Bridge Completion	Transportation	Construction	30000000	0	0	0	30000000
4895	FY2023 Final Enacted HB281	Trans	2	64470	AP	Alaska Marine Highway Planning and Design of Mainline Vessel Replacement	Transportation	Construction	0	0	0	30000000	30000000
4895	FY2023 Final Enacted HB281	Trans	3	30648	AP	MH: Coordinated Transportation and Vehicles	Transportation	Equipment / Commodities	1000000	0	300000	0	1300000
4895	FY2023 Final Enacted HB281	Trans	4	30624	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation	Transportation	Renewal and Replacement	0	20000000	0	0	20000000
4895	FY2023 Final Enacted HB281	Trans	5	30628	AP	State Equipment Fleet Replacement	Transportation	Equipment / Commodities	0	0	30000000	0	30000000
4895	FY2023 Final Enacted HB281	Trans	7	6896	AL	Federal-Aid Aviation State Match	Transportation	Construction	21900000	0	0	0	21900000
4895	FY2023 Final Enacted HB281	Trans	8	64125	AL	Federal-Aid Highway State Match	Transportation	Construction	96900000	0	0	0	96900000
4895	FY2023 Final Enacted HB281	Trans	9	41923	AL	Other Federal Program Match	Transportation	Construction	1300000	0	0	0	1300000
4895	FY2023 Final Enacted HB281	Trans	11	31375	AL	Cooperative Reimbursable Projects	Transportation	Construction	0	0	10000000	5000000	15000000
4895	FY2023 Final Enacted HB281	Trans	12	38424	AL	Federal Emergency Projects	Transportation	Life / Health / Safety	0	0	0	10000000	10000000
4895	FY2023 Final Enacted HB281	Trans	13	30643	AL	Federal Transit Administration Grants	Transportation	Equipment / Commodities	0	0	0	26670000	26670000
4895	FY2023 Final Enacted HB281	Trans	14	33485	AL	Highway Safety Grants Program	Transportation	Life / Health / Safety	130574	0	0	8000000	8130574
4895	FY2023 Final Enacted HB281	Trans	16	63944	AL	Chevak Airport Rehabilitation	Transportation	Construction	0	0	0	15051000	15051000
4895	FY2023 Final Enacted HB281	Trans	17	64113	AL	FIA - Airport Parking Facility	Transportation	Construction	0	0	0	37500000	37500000
4895	FY2023 Final Enacted HB281	Trans	18	64114	AL	FIA - West Ramp Improvements	Transportation	Construction	0	0	0	3281250	3281250
4895	FY2023 Final Enacted HB281	Trans	19	64276	AL	Haines Airport Resurfacing	Transportation	Construction	0	0	0	23000000	23000000
4895	FY2023 Final Enacted HB281	Trans	20	64277	AL	Haines Airport Snow Removal Equipment Building	Transportation	Construction	0	0	0	2000000	2000000
4895	FY2023 Final Enacted HB281	Trans	21	63954	AL	Ketchikan Terminal Expansion and Apron Hardstands	Transportation	Construction	0	0	0	8500000	8500000
4895	FY2023 Final Enacted HB281	Trans	22	64278	AL	Ruby Minor Gravel Resurfacing and Dust Palliative	Transportation	Construction	0	0	0	382000	382000
4895	FY2023 Final Enacted HB281	Trans	23	64115	AL	TSAIA - North Terminal Improvements	Transportation	Construction	0	0	0	20000000	20000000
4895	FY2023 Final Enacted HB281	Trans	24	64116	AL	TSAIA - Parking Garage Repairs and Improvements	Transportation	Construction	0	0	0	10000000	10000000
4895	FY2023 Final Enacted HB281	Trans	25	64118	AL	TSAIA - Passenger Boarding Bridge Upgrades	Transportation	Construction	0	0	0	10000000	10000000
4895	FY2023 Final Enacted HB281	Trans	26	64117	AL	TSAIA - Quick Turnaround Facility Renewal	Transportation	Construction	0	0	0	4000000	4000000
4895	FY2023 Final Enacted HB281	Trans	27	64283	AL	Adak Airport Aircraft Rescue and Fire Fighting Vehicle	Transportation	Construction	0	0	0	740460	740460
4895	FY2023 Final Enacted HB281	Trans	28	64284	AL	Adak Pavement Markings	Transportation	Construction	0	0	0	99000	99000
4895	FY2023 Final Enacted HB281	Trans	29	64120	AL	AIAS: Infrastructure Contingency	Transportation	Construction	0	0	0	15000000	15000000
4895	FY2023 Final Enacted HB281	Trans	30	64112	AL	AIAS: Infrastructure State Match 	Transportation	Construction	0	0	20600000	0	20600000
4895	FY2023 Final Enacted HB281	Trans	31	64285	AL	Allakaket Minor Gravel Resurfacing and Dust Palliative	Transportation	Construction	0	0	0	328000	328000
4895	FY2023 Final Enacted HB281	Trans	32	64286	AL	Angoon Airport Right of Way	Transportation	Construction	0	0	0	5500000	5500000
4895	FY2023 Final Enacted HB281	Trans	33	64287	AL	Barrow Pavement Markings and Crack Seal	Transportation	Construction	0	0	0	71000	71000
4895	FY2023 Final Enacted HB281	Trans	34	64288	AL	Bethel Airport Aircraft Rescue and Fire Fighting Vehicle	Transportation	Construction	0	0	0	1080000	1080000
4895	FY2023 Final Enacted HB281	Trans	35	63941	AL	Buckland Airport Rehabilitation	Transportation	Renovation and Remodeling	0	0	0	10500000	10500000
4895	FY2023 Final Enacted HB281	Trans	36	63942	AL	Chalkyitsik Airport Reconstruction	Transportation	Construction	0	0	0	8000000	8000000
4895	FY2023 Final Enacted HB281	Trans	37	64289	AL	Chefornak Grader 	Transportation	Construction	0	0	0	355000	355000
4895	FY2023 Final Enacted HB281	Trans	38	64290	AL	Chenega Bay Snow Blower 	Transportation	Construction	0	0	0	333000	333000
4895	FY2023 Final Enacted HB281	Trans	39	63983	AL	Chignik Airport Snow Removal Equipment Building Rehabilitation	Transportation	Construction	0	0	0	371000	371000
4895	FY2023 Final Enacted HB281	Trans	40	64291	AL	Chuathbaluk Grader	Transportation	Construction	0	0	0	372000	372000
4895	FY2023 Final Enacted HB281	Trans	41	64292	AL	Coldfoot Minor Gravel Resurfacing and Dust Palliative	Transportation	Construction	0	0	0	328000	328000
4895	FY2023 Final Enacted HB281	Trans	42	64293	AL	Cordova Airport Aircraft Rescue and Fire Fighting, Broom, Pavement Markings and Crack Seal	Transportation	Construction	0	0	0	1906000	1906000
4895	FY2023 Final Enacted HB281	Trans	43	64294	AL	Deadhorse Pavement Markings and Crack Seal	Transportation	Construction	0	0	0	71000	71000
4895	FY2023 Final Enacted HB281	Trans	44	63948	AL	Deering Airport Rehab and Airport Access Road Construction	Transportation	Construction	0	0	0	16600000	16600000
4895	FY2023 Final Enacted HB281	Trans	45	64295	AL	Dillingham Pavement Markings and Crack Seal	Transportation	Construction	0	0	0	235000	235000
4895	FY2023 Final Enacted HB281	Trans	46	64296	AL	Eek Minor Gravel Resurfacing and Dust Palliative	Transportation	Construction	0	0	0	328000	328000
4895	FY2023 Final Enacted HB281	Trans	47	63549	AL	FIA - Advanced Project Design and Planning	Transportation	Construction	0	0	32619	0	32619
4895	FY2023 Final Enacted HB281	Trans	48	63550	AL	FIA - Annual Improvements	Transportation	Construction	0	0	358813	0	358813
4895	FY2023 Final Enacted HB281	Trans	49	63551	AL	FIA - Environmental	Transportation	Construction	0	0	225102	0	225102
4895	FY2023 Final Enacted HB281	Trans	50	63552	AL	FIA - Equipment	Transportation	Construction	0	0	0	1382813	1382813
4895	FY2023 Final Enacted HB281	Trans	51	63553	AL	FIA - Facility Improvements, Renovations, & Upgrades	Transportation	Construction	0	0	130477	0	130477
4895	FY2023 Final Enacted HB281	Trans	52	63554	AL	FIA - Information Technology Improvements	Transportation	Construction	0	0	112551	0	112551
4895	FY2023 Final Enacted HB281	Trans	53	64297	AL	Fort Yukon Minor Gravel Resurfacing and Dust Palliative	Transportation	Construction	0	0	0	328000	328000
4895	FY2023 Final Enacted HB281	Trans	54	64298	AL	Galena Dump Truck	Transportation	Construction	0	0	0	382000	382000
4895	FY2023 Final Enacted HB281	Trans	55	63949	AL	Gambell Snow Removal Equipment Building Replacement	Transportation	Construction	0	0	0	2200000	2200000
4895	FY2023 Final Enacted HB281	Trans	56	64299	AL	Golovin Loader	Transportation	Construction	0	0	0	382000	382000
4895	FY2023 Final Enacted HB281	Trans	57	64300	AL	Huslia Minor Gravel Resurfacing, Dust Palliative and Dozer Replacement	Transportation	Construction	0	0	0	709000	709000
4895	FY2023 Final Enacted HB281	Trans	58	63952	AL	Hydaburg Seaplane Base Rehabilitation	Transportation	Construction	0	0	0	1000000	1000000
4895	FY2023 Final Enacted HB281	Trans	59	64301	AL	Ketchikan Pavement Markings	Transportation	Construction	0	0	0	188000	188000
4895	FY2023 Final Enacted HB281	Trans	60	64302	AL	Ketchikan Seaplane Base Haulout Facility	Transportation	Construction	0	0	0	3000000	3000000
4895	FY2023 Final Enacted HB281	Trans	61	64303	AL	King Salmon Rehabilitation	Transportation	Construction	0	0	0	8900000	8900000
4895	FY2023 Final Enacted HB281	Trans	62	64304	AL	Kodiak Airport Rehabilitation - Stage 1	Transportation	Construction	0	0	0	27000000	27000000
4895	FY2023 Final Enacted HB281	Trans	63	64305	AL	Kotzebue Pavement Markings and Crack Seal	Transportation	Construction	0	0	0	71000	71000
4895	FY2023 Final Enacted HB281	Trans	64	63958	AL	Kwethluk Airport Rehabilitation	Transportation	Construction	0	0	0	36253000	36253000
4895	FY2023 Final Enacted HB281	Trans	65	64306	AL	Lake Minchumina Loader	Transportation	Construction	0	0	0	387000	387000
4895	FY2023 Final Enacted HB281	Trans	66	63959	AL	Little Diomede Helipad Rehabilitation and Lighting Replacement	Transportation	Construction	0	0	0	3000000	3000000
4895	FY2023 Final Enacted HB281	Trans	67	64270	AL	Manley Airport Improvements	Transportation	Construction	0	0	0	4700000	4700000
