scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1037 GF/MH	1052 Oil/Haz Fd	1061 CIP Rcpts	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1147 PublicBldg	1153 State Land	1179 PFC 	1195 Snow Rcpts	1197 AK Cap Fnd	1205 Ocn Ranger	1210 Ren Energy	Non Funded Appropriations
5469	FY2026 Governor	2026	66209	16	Department of Transportation and Public Facilities		11	25	AP	Alaska West Coast Resiliency Projects - DOT&PF		N	N	9	Transportation	34	Life / Health / Safety	O	NA	N	0		NA  		21	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:13	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"Projects will address damage from Typhoon Merbok and provide resilience upgrades to infrastructure in four disadvantaged and rural communities in Western Alaska. In Elim, $2.4 million to reconstruct a raised Front Street above 100-year storm levels and repair drainage structures. In Golovin, approximately $1 million to place rock along a rebuilt berm road. In Koyuk, $6.6 million to replace existing storm drains and reconstruct a barge landing and road. In Hooper Bay, approximately $30.5M for road improvements. In Shaktoolik, approximately $2.9M for seawall protection. "	"STIP ID 34536
"		X	14544000	3636000																							
5469	FY2026 Governor	2026	62533	16	Department of Transportation and Public Facilities		12	25	AP	Klondike - Industrial Use Highway Funding		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		22	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:14	Skagway	3	Mendenhall Valley/Haines/Skagway/Gus	CAP 			Dom Pannone	9074652956	0	This appropriation will allow the Department of Transportation and Public Facilities to make use of the Industrial Use Highway funds. Proposed uses include surface preservation projects and signage markers.			X				309934																					
5469	FY2026 Governor	2026	30628	16	Department of Transportation and Public Facilities		13	25	AP	State Equipment Fleet Replacement		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	0		NA  		33	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:26	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"Replacement and/or refurbishment of equipment and vehicles that have reached the end of their useful life cycles, and continued conversion of vehicles to alternative fuel and related alternative fuel program expenses. Replacing assets with high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps rental rates that are charged to agencies low."			X						39000000																			
5469	FY2026 Governor	2026	32610	16	Department of Transportation and Public Facilities		14	25	AP	Surface Transportation Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  	NA	23	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:16	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"This project is for federal surface transportation improvements outlined in the Statewide Transportation Improvement Program (STIP), incorporated Transportation Improvement Programs (TIPs), Infrastructure Investment and Jobs Act (IIJA), and annual federal appropriations acts. The STIP and incorporated TIPs are the State’s multi-year program for federally funded and regionally significant transportation system preservation and development projects. It includes interstate, State and local highways, bridges, ferries and public transportation, but does not include airports or non-ferry-related ports and harbors. "	"The Surface Transportation Program covers all system improvements for which partial or full federal funding is approved and that are expected to take place during the duration of the STIP. 

Specific project level detail will be input during the Governor's amended budget preparation. "		X	850765000																								
5469	FY2026 Governor	2026	6764	16	Department of Transportation and Public Facilities		15	25	AP*	Statewide Federal Programs		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  		27	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	11/14/2024 9:17	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		Capital project requests in support of statewide programs.	See project allocations for detailed project descriptions. 		X	52377323		459891													10000000									
5469	FY2026 Governor	2026	31375	16	Department of Transportation and Public Facilities		16	25	AL	Cooperative Reimbursable Projects		N	N	9	Transportation	6	Construction	G	NA	N	6764		NA  		28	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:18	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		Cooperative reimbursable authority is required to allow the Department of Transportation and Public Facilities (DOT&PF) to bill entities for non-federal and non-State participating work.			X	5000000															10000000									
5469	FY2026 Governor	2026	30643	16	Department of Transportation and Public Facilities		17	25	AL	Federal Transit Administration Grants		N	N	9	Transportation	35	Equipment / Commodities	G	NA	N	6764		NA  		29	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:20	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"Competitive grants from the Federal Transit Administration, administered by the Department of Transportation and Public Facilities, used to purchase transit vehicles for elderly and handicapped transportation and cover operating expenses of transit operators.  "	"Match for pass-through grants is 9.03 to 43.14 percent and is provided by the grantee. Match for the planning and administrative grant is 20 percent, provided by the State.  "		X	18225323		400000																						
5469	FY2026 Governor	2026	33485	16	Department of Transportation and Public Facilities		18	25	AL	Highway Safety Grants Program		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764		NA  		30	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:21	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"The Alaska Highway Safety Office coordinates highway safety programming through federally funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with State, tribal, and local governments. Per AS 19.10.075(b), this allocation includes $59,891 representing an amount equal to 50 percent of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2024, that was previously budgeted in the operating budget to be used for highway safety programs and grants."			X	11152000		59891																						
5469	FY2026 Governor	2026	34752	16	Department of Transportation and Public Facilities		19	25	AL	Commercial Vehicle Enforcement Program		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764		NA  		31	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:22	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"Federal authority to reduce the number and severity of accidents involving commercial vehicles through safety inspections, educational programs, and compliance reviews."			X	3000000																								
5469	FY2026 Governor	2026	64925	16	Department of Transportation and Public Facilities		20	25	AL	Emergency Relief Funding		N	N	9	Transportation	34	Life / Health / Safety	G	NA	N	6764		NA  	NA	32	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 9:25	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"Emergency federal funds are available from the Federal Highway Administration (FHWA) for declared emergencies. Money spent within 180 days of a declared emergency is funded at 100 percent federal: after the 180th day, about nine percent State match is required. This appropriation may be used to address emergency issues with federal airport or highway formula funds. State Emergency Funds are needed for the State's transportation assets regularly damaged by catastrophic events and natural weather occurrences, such as ice jams, floods, earthquakes, slope failures, windstorms, and heavy snow events. "			X	15000000																								
5469	FY2026 Governor	2026	60772	16	Department of Transportation and Public Facilities		21	25	AP*	Federal Program Match		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  	NA	1	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	11/14/2024 9:17	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	This appropriation provides State matching funds for federal programs.	See project allocations for detailed project descriptions.		X		114511165	1000000	1000000			21564913																		
5469	FY2026 Governor	2026	41923	16	Department of Transportation and Public Facilities		22	25	AL	Other Federal Program Match		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  		3	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 8:29	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"State match required for federal programs funded by the National Highway Transportation Safety Administration, the Federal Motor Carrier Safety Administration, and the Federal Transit Administration. State match is required for all federally eligible projects. Match calculation includes an additional one percent for potential ineligible costs. In the event of an emergency the other federal program match may be used to cover state emergency costs for unforeseen catastrophic weather events and costs for response and repairs of critical maintenance/non-routine issues which are often additional unbudgeted costs exceeding the department's ability to absorb within annual operating budgets. "			X		1611548																							
5469	FY2026 Governor	2026	64125	16	Department of Transportation and Public Facilities		23	25	AL	Federal-Aid Highway State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  		2	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	11/14/2024 9:18	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		"State match is required for approximately $850.8 million in federal-aid highway funding. These funds may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. These ROW parcels can be used in lieu of State matching funds on a federally funded project. It is also allowable that match funds be used for correcting off-system bridges. When the State performs work on improving bridges with non-federal funds, the value of this work can be credited as required match toward federally funded bridge work. This means each such match dollar serves the State twice, once correcting a bridge problem and again as a match credit."	State match is required for all federally eligible projects. 		X		89125981	1000000																						
5469	FY2026 Governor	2026	61884	16	Department of Transportation and Public Facilities		24	25	AL	Federal-Aid Highway Project Match Credits		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  		4	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	11/14/2024 9:17	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"General fund program receipts generated from the sale or lease of excess property, originally purchased with federal funds, will be used for developing transportation capital improvement projects."	Federal Receipts from Alaska Transportation Infrastructure Bank		X				1000000																					
5469	FY2026 Governor	2026	6896	16	Department of Transportation and Public Facilities		25	25	AL	Federal-Aid Aviation State Match		N	N	9	Transportation	6	Construction	G	NA	N	60772		NA  	NA	5	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 8:32	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"State match is required to pursue approximately $464 million in federal Aviation Improvement Program funds and Infrastructure Investment and Jobs Act (IIJA) funds that rolled forward from Federal Fiscal Year (FFY) 2024 and FFY2025. The general fund match will be used for Rural Airport System projects, the non-federal match share was reduced by the Federal Aviation Administration for FFY2026 to five percent and is anticipated to increase back to 6.25 percent in FFY2027. The International Airports Fund will be used for match on Alaska International Airport System projects, the non-federal match share for Ted Stevens Anchorage International Airport is 12.24 percent and Fairbanks International Airport is 6.25 percent."	"This State match may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. A ROW can be used in lieu of State matching funds on a federally funded project, as well as preconstruction and preliminary engineering costs at risk. State match is required for all federally eligible projects. Match calculation includes an additional two percent for potential ineligible costs."		X		23773636					21564913																		
5469	FY2026 Governor	2026	65045	16	Department of Transportation and Public Facilities		26	25	AP*	Rural Ferry Grants		N	N	9	Transportation	6	Construction	N	NA	N	0		NA  		34	7/1/2024	6/30/2029	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	11/14/2024 9:17	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Federal Transit Authority discretionary grants awarded to Alaska Marine Highway System.	See project allocations for detailed project descriptions.		X	138022620	1250000																							
5469	FY2026 Governor	2026	66223	16	Department of Transportation and Public Facilities		27	25	AL	Deploying System-wide Wi-Fi		N	N	9	Transportation	6	Construction	O	NA	N	65045		NA  		35	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 9:47	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"Federal Transit Authority award to Alaska Marine Highway System (AMHS). This project aims to enhance passenger experience and operational efficiency by providing reliable wireless connectivity during transit. The lack of internet connectivity on AMHS ferries poses challenges in a modern world for passengers and operations. Many travelers, especially those on long voyages, face inconvenience and stress due to the inability to stay connected with family, work, and essential services. "			X	5000000	1250000																							
5469	FY2026 Governor	2026	65041	16	Department of Transportation and Public Facilities		28	25	AL	M/V Tustumena Replacement Vessel		N	Y	9	Transportation	6	Construction	O	NA	N	65045	T1AX	NA  	NA	36	7/1/2024	6/30/2029	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 9:49	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	"Federal Transit Authority award to Alaska Marine Highway System. This new vessel will replace the aging Marine Vessel (M/V) Tustumena, which has been in service for over 60 years, far exceeding the typical 30-year service life for oceangoing vessels. The M/V Tustumena is vital for connecting rural and disadvantaged communities in Southwest Alaska, providing essential transportation services for passengers and freight, including perishable goods and mail."	"Total Project Cost: $133,022,620
Federal Request: $106,418,096
State Funded Match: $26,604,524 (Toll Credits)"		X	106418096																								
5469	FY2026 Governor	2026	65047	16	Department of Transportation and Public Facilities		29	25	AL	Federal Toll Credits for Match		N	Y	8	Development	6	Construction	N	NA	N	65045	T1AY	NA  	NA	37	7/1/2024	6/30/2029	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	11/14/2024 9:18	Statewide	99	Statewide (HD 1 - 40)	CAP 	Unknown	5555555555	Dom Pannone	9074652956	0	This allocation provides matching funds for rural ferry boat grants.			X	26604524																								
5469	FY2026 Governor	2026	7470	16	Department of Transportation and Public Facilities		30	25	AP*	Airport Improvement Program		N	N	9	Transportation	6	Construction	G	NA	N	0		NA  	NA	38	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:51	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"Federal airport improvements are outlined in the Airport Improvement Program (AIP) for both the Rural and the International Airports Program. The AIP provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible."	See project allocations for detailed project descriptions.		X	457704234						48850078													6996000					
5469	FY2026 Governor	2026	61033	16	Department of Transportation and Public Facilities		31	25	AL	Rural Airport Improvement Program		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  		25	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:52	Statewide	99	Statewide (HD 1 - 40)	CAP 		          	Dom Pannone	9074652956	6	"This project funds airport improvements at State-owned rural airports, which are eligible for federal funding as outlined under the Federal Aviation Administration (FAA) Airport Improvement Program (AIP) and the Bipartisan Infrastructure Law (BIL). The AIP was reauthorized under the FAA Reauthorization Act of 2024, which funds aviation-related federal programs through September 2028. The BIL is fully funded outside of FAA Reauthorization."	This allocated line is to demonstrate future years of anticipated federal funding authorizations.		X																									0
5469	FY2026 Governor	2026	61000	16	Department of Transportation and Public Facilities		32	25	AL	Alaska International Airport System		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  		26	7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:58	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	"This project is for airport improvements on the Alaska International Airport System (AIAS) – comprised of Ted Stevens Anchorage and Fairbanks International Airports, according to the capital spending plans approved by the Signatory Airlines as outlined in the current AIAS Operating Agreement.  "	This allocated line is to demonstrate future years of anticipated federal funding authorizations.		X																									0
5469	FY2026 Governor	2026	63533	16	Department of Transportation and Public Facilities		33	25	AL	TSAIA: Information Technology Improvements		N	N	9	Transportation	36	Information Technology / Systems / Communication	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 9:59	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Funding for miscellaneous information technology projects at Ted Stevens Anchorage International Airport (TSAIA). This funding is needed for regular upgrades to equipment and software as they become outdated, obsolete, or require excessive maintenance, and for expansion of existing systems to meet increased needs. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure."			X							2289800																		
5469	FY2026 Governor	2026	65510	16	Department of Transportation and Public Facilities		34	25	AL	TSAIA: Advanced Project Design and Planning		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:18	JTLAGUNDINO	12/5/2024 10:00	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Funding for complete planning analysis, financing plans, preliminary engineering, environmental, surveying, geotechnical investigation, cost estimating, feasibility analysis, and design of future capital improvement projects to prepare for future airport and tenant development. Funding is needed to do advance work on projects to better define their scope and cost prior to initiation of the final design and construction. This project contributes to the department's mission by reducing injuries, fatalities, and property damage and by improving the mobility of people and goods."			X							1717350																		
5469	FY2026 Governor	2026	63527	16	Department of Transportation and Public Facilities		35	25	AL	TSAIA: Airfield Pavement Reconstruction & Maintenance		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:02	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Funding to reconstruct airfield pavement - including runways, taxiways, taxilanes, aircraft parking aprons - as the reach the end of their useful life and perform maintenance work such as crack filling and sealing and spot repairs. The rehabilitation consists of excavating the existing structural section and replacing with a structural section that is designed for the current aircraft mix that uses the pavement, including possible widening, as well as disposal of any contaminated soils, repaving, lighting, striping, signage, and storm drainage."			X	47674469						1629711																		
5469	FY2026 Governor	2026	63529	16	Department of Transportation and Public Facilities		36	25	AL	TSAIA: Annual Improvements		N	N	9	Transportation	6	Construction	G	NA	N	7470		NA  	NA		7/1/2025	6/30/2030	JTLAGUNDINO	11/14/2024 9:17	JTLAGUNDINO	12/5/2024 10:03	Anchorage Areawide	50	Anchorage Areawide (HD 9-24)	CAP 	Angie Spear	9074742529	Dom Pannone	9074652956	0	"Annual funding to meet airport needs for unanticipated airfield and landside projects and needs that arise during the year. Used to make improvements, correct minor deficiencies, and solve problems created by unforeseen circumstances at the airport. Examples include projects to address deterioration, failures or damage to existing facilities, obsolete facilities, and updated operational federal requirements. This project contributes to the department's mission by improving the mobility of people and goods through service and infrastructure."			X							2825877																		
