scenario_id	scen_name	fiscal_year	refnum	dept_sort	dept_name	web_folder	proj_order	dept_num	apal	proj_title	trans_type	front_sect	amend	category_num	category_name	proj_type_num	proj_type_name	proj_class	bill_group	mental_health	ap_refnum	iris_ar_type	grant_type	recipient	agency_priority	beg_date	end_date	create_by	create_time	change_by	change_time	loc_location	hd	hd_name	budget	manager	manager_phone	contact	contact_phone	fed_percent	summary	comments	intent	fed_match	1002 Fed Rcpts	1003 GF/Match	1004 Gen Fund	1005 GF/Prgm	1024 Fish/Game	1026 HwyCapital	1027 IntAirport	1037 GF/MH	1048 Univ Rcpt	1052 Oil/Haz Fd	1063 NPR Fund	1075 Cln Wtr Fd	1076 Marine Hwy	1082 Vessel Rep	1092 MHTAAR	1100 Drk Wtr Fd	1108 Stat Desig	1139 AHFC Div	1147 PublicBldg	1153 State Land	1166 Vessel Com	1175 BLic&Corp	1185 Elect Fund	1195 Snow Rcpts	1197 AK Cap Fnd	1200 VehRntlTax	1206 CVP Tax	1210 Ren Energy	1255 Reapprops	Non Funded Appropriations
5104	FY2024 Final Enacted HB39	2024	6855	13	Department of Natural Resources		6	10	AP	Abandoned Mine Lands Reclamation Federal Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:33.49	SRWILLHOITE	6/16/2023 12:45:33.49	Statewide	99	Statewide (HD 1 - 40)	CAP 	Christianna Colles	9072698532	Theresa Cross	9072696398	0	This federal program does not require state match and contractually employs up to 75 Alaskans in private sector construction jobs each year. The request for federal authority has increased due to the infrastructure bill.			X	4330000																													
5104	FY2024 Final Enacted HB39	2024	6865	13	Department of Natural Resources		12	10	AP	National Historic Preservation Fund		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:33.753	SRWILLHOITE	6/16/2023 12:45:33.753	Statewide	99	Statewide (HD 1 - 40)	CAP 	Ricky Gease	9072698701	Theresa Cross	9072696398	40	The National Historic Preservation Fund (NHPF) is a federal grant program to assist states with their historic preservation programs and projects executed through cooperative agreements or grants with federal and local agencies. The program contributes to the department’s mission through development, conservation and use of Alaska’s heritage properties and is consistent with the public interest and the Alaska Historic Preservation Act. The NHPF grant requires a 40 percent state match.			X	700000	300000																												
5104	FY2024 Final Enacted HB39	2024	6896	16	Department of Transportation and Public Facilities		25	25	AL	Federal-Aid Aviation State Match		N	Y	9	Transportation	6	Construction	G	NA	N	60772	T12Q	NA  	NA		7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.883	SRWILLHOITE	6/16/2023 12:45:42.883	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	State match is required to pursue approximately $300 million in federal Aviation Improvement Program funds and IIJA funds that rolled forward from FFY2022 and FFY2023. The match will be used for Rural Airport System airports, the non-federal match share is 6.25 percent. 	This state match may also be used for advanced acquisition of Right-of-Way (ROW) parcels for projects that are eligible for federal funding. ROW can be used in lieu of state matching funds on a federally funded project, as well as Preconstruction and Preliminary Engineering costs at risk. State match is required for all federally eligible projects. Match calculation includes an additional 2 percent for potential ineligible costs.		X		25888635	0				8354440																							
5104	FY2024 Final Enacted HB39	2024	7470	16	Department of Transportation and Public Facilities		26	25	AP*	Airport Improvement Program		N	Y	9	Transportation	6	Construction	G	NA	N	0		NA  	NA		7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.947	SRWILLHOITE	6/16/2023 12:45:40.947	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	Federal airport improvements are outlined in the Airport Improvement Program (AIP) and the International Airports Program. The AIP provides grants to public entities, like the State of Alaska Department of Transportation and Public Facilities (DOT&PF), for planning and development of public-use airports. Eligible projects include improvements related to enhancing airport safety, capacity, security, and environmental concerns. In general, sponsors can get AIP funds for most airfield capital improvements or rehabilitation projects and in some specific situations, for terminals, hangars, and non-aviation development. Certain professional services that are necessary can also be eligible.	See project allocations for detailed project descriptions.		X	366896079						19532226																							
5104	FY2024 Final Enacted HB39	2024	30624	16	Department of Transportation and Public Facilities		11	25	AP	Alaska Marine Highway System Vessel Overhaul, Annual Certification and Shoreside Facilities Rehabilitation		N	N	9	Transportation	2	Renewal and Replacement	G	NA	N	0	T17X	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.73	SRWILLHOITE	6/16/2023 12:45:40.73	Statewide	99	Statewide (HD 1 - 40)	CAP 			Judy Chapman	9074656971	0	The Alaska Marine Highway System (AMHS) requires annual maintenance and overhaul on vessels and at terminals, particularly components or systems whose failures impact service in the short term.  Annual overhaul of vessels is necessary to pass United States Coast Guard (USGS) inspections and obtain a Certificate of Inspection (COI) necessary to operate in revenue service.			X													22000000																	
5104	FY2024 Final Enacted HB39	2024	30628	16	Department of Transportation and Public Facilities		1	25	AP	State Equipment Fleet Replacement		N	Y	9	Transportation	35	Equipment / Commodities	G	NA	N	0	T17T	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.55	SRWILLHOITE	6/16/2023 12:45:40.55	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		This project is for replacement and/or refurbishment of equipment and vehicles which have reached the end of their useful life cycles, and continued conversion of vehicles to alternate fuel and related alternate fuel program expenses. Replacing assets with high operational costs or safety concerns with new assets maintains the overall health of the fleet and keeps rental rates that are charged to agencies low.			X						35000000																								
5104	FY2024 Final Enacted HB39	2024	30643	16	Department of Transportation and Public Facilities		6	25	AL	Federal Transit Administration Grants		N	Y	9	Transportation	35	Equipment / Commodities	G	NA	N	6764	T12Y	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.137	SRWILLHOITE	6/16/2023 12:45:42.137	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		Competitive grants from the Federal Transit Administration, administered by the Department of Transportation and Public Facilities, used to purchase transit vehicles for elderly and handicapped transportation and cover operating expenses of transit operators.  	There is also a small grant to the state for administering the program. Match for pass-through grants is 9.03 percent - 43.14 percent and is provided by the grantee. Match for planning is 20 percent, provided by the state.  		X	31989500																													
5104	FY2024 Final Enacted HB39	2024	30648	16	Department of Transportation and Public Facilities		12	25	AP	MH: Coordinated Transportation and Vehicles		N	N	9	Transportation	35	Equipment / Commodities	G	NA	Y	0	T17Y	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.773	SRWILLHOITE	6/16/2023 12:45:40.773	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	This project provides competitive grants for coordinated transportation services for Mental Health Trust beneficiaries and the purchase of vehicles for beneficiaries where coordinated services are not yet available or appropriate.			X								1000000							300000															
5104	FY2024 Final Enacted HB39	2024	31375	16	Department of Transportation and Public Facilities		5	25	AL	Cooperative Reimbursable Projects		N	Y	9	Transportation	6	Construction	G	NA	N	6764	T12X	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.077	SRWILLHOITE	6/16/2023 12:45:42.077	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		Cooperative reimbursable authority is required to allow the Department of Transportation and Public Facilities (DOT&PF) to bill entities for non-federal and non-state participating work.			X	5000000																10000000													
5104	FY2024 Final Enacted HB39	2024	32552	13	Department of Natural Resources		11	10	AP	Land and Water Conservation Fund (LWCF) Grant Program		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:33.71	SRWILLHOITE	6/16/2023 12:45:33.71	Statewide	99	Statewide (HD 1 - 40)	CAP 	Ricky Gease	9072698701	Theresa Cross	9072696398		The need for public outdoor recreation facilities continues to grow with Alaska’s population. The Land and Water Conservation Fund (LWCF) provides an opportunity for local, regional, or state applicants to receive up to 50 percent reimbursement of eligible costs for developing or upgrading such areas or facilities. This federal grant program was established by Congress under the LWCF Act of 1965 to provide a national legacy of high quality public outdoor recreation for current and future generations. In Alaska, LWCF-assisted projects include downhill ski areas, Americans with Disabilities Act (ADA) compliant trails, neighborhood parks, rifle ranges, soccer and softball fields, and skate parks.			X	2600000	1600000																												
5104	FY2024 Final Enacted HB39	2024	32610	16	Department of Transportation and Public Facilities		77	25	AP*	Surface Transportation Program		N	Y	9	Transportation	6	Construction	G	NA	N	0		NA  	NA		7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.987	SRWILLHOITE	6/16/2023 12:45:40.987	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956	0	This project is for federal surface transportation improvements as outlined in the Statewide Transportation Improvement Program (STIP), the Fixing America's Surface Transportation Act (FAST), and the annual federal appropriations acts. The STIP is the state’s four-year program for transportation system preservation and development. It includes interstate, state, and some local highways, bridges, ferries, and public transportation, but does not include airports or non-ferry-related ports and harbors. It covers all system improvements for which partial or full federal funding is approved and that are expected to take place during the duration of the STIP.	See project allocations for detailed project descriptions.		X	772237748																4776234													
5104	FY2024 Final Enacted HB39	2024	32950	2	Department of Commerce, Community, and Economic Development		34	8	AP	Alaska Energy Authority - Electrical Emergencies Program		N	N	8	Development	16	Energy	G	NA	N	0	DE02	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:30.67	SRWILLHOITE	6/16/2023 12:45:30.67	Statewide	99	Statewide (HD 1 - 40)	CAP 	Tim Sandstrom	9077713061	Curtis W. Thayer	9077713000		The Alaska Energy Authority’s (AEA) Electrical Emergencies Program is critical to rural communities. Electrical emergencies can result in the loss of communications, lights, refrigeration systems, washeterias, water and sewer systems, and the use of other basic infrastructure and equipment. The program contributes to the Department of Commerce, Community, and Economic Development's mission of promoting a healthy economy and strong communities, as electricity is considered essential for both community development and economic growth.			X			200000																											
5104	FY2024 Final Enacted HB39	2024	33485	16	Department of Transportation and Public Facilities		7	25	AL	Highway Safety Grants Program		N	Y	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	T12Z	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.19	SRWILLHOITE	6/16/2023 12:45:42.19	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		The Alaska Highway Safety Office coordinates highway safety programming through federally funded grants directed toward public outreach and education; enforcement; promotion of new safety technology; integration of public health strategies; collaboration with non-profit and private sector safety organizations; and cooperation with state, tribal, and local governments. Per AS 19.10.075(b), this allocation includes $130,574 representing an amount equal to 50 percent of the fines collected under AS 28.90.030 during the fiscal year ending June 30, 2022 that was previously budgeted in the operating budget to be used for highway safety programs and grants.			X	8000000		23516																											
5104	FY2024 Final Enacted HB39	2024	33826	5	Department of Environmental Conservation		4	18	AP	Statewide Contaminated Sites Cleanup		N	N	4	Health/Human Services	34	Life / Health / Safety	G	NA	N	0	VE31	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:31.85	SRWILLHOITE	6/16/2023 12:45:31.85	Statewide	99	Statewide (HD 1 - 40)	CAP 	Stephanie Buss	9074655076	Tiffany Larson	9074512298		Contaminated sites owned by the state and contaminated sites without any known or capable responsible party (“orphan” sites) can only be addressed with state general fund resources. These contaminated sites pose a public health risk and cannot be redeveloped without appropriate cleanup of the known contaminants. For many local communities, state-owned and “orphan” contaminated sites may present barriers to business development and economic growth.			X			1000000																											
5104	FY2024 Final Enacted HB39	2024	34752	16	Department of Transportation and Public Facilities		9	25	AL	Commercial Vehicle Enforcement Program		N	Y	9	Transportation	34	Life / Health / Safety	G	NA	N	6764	T136	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.297	SRWILLHOITE	6/16/2023 12:45:42.297	Statewide	99	Statewide (HD 1 - 40)	CAP 			Judy Chapman	9074656971		"Federal authority is requested for this project to reduce the number and severity of accidents involving commercial vehicles through safety inspections, educational programs, and compliance reviews.

State funds requested will provide much needed repair or replacement of scale components necessary to continue to operate weigh stations. Major issues needing to be remedied include scale software, signage, scale decks, foundations, and pavement surfaces."			X	5500000		1000000																											
5104	FY2024 Final Enacted HB39	2024	37769	13	Department of Natural Resources		7	10	AP	Community Wildfire Defense Grants		N	N	5	Natural Resources	34	Life / Health / Safety	G	NA	N	0		NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:33.533	SRWILLHOITE	6/16/2023 12:45:33.533	Statewide	99	Statewide (HD 1 - 40)	CAP 	Helge Eng	9072698474	Theresa Cross	9072696398	0	This federal grant does not require state match. This receipt authority allows the Division of Forestry to accept grant awards such as: hazardous fuels reduction, wildfire and prevention education, special forest disease surveys, forest restoration projects, biomass inventories, towns and cities targeted for community forestry projects, and tree plantings and forest stewardship plans.			X	10000000																													
5104	FY2024 Final Enacted HB39	2024	38946	2	Department of Commerce, Community, and Economic Development		31	8	AP	Community Block Grants		N	N	8	Development	34	Life / Health / Safety	G	NA	N	0	DE00	NA  	Various	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:30.523	SRWILLHOITE	6/16/2023 12:45:30.523	Statewide	99	Statewide (HD 1 - 40)	CAP 			Hannah Lager	9074655533		Community Block Grants encompass multiple federally funded programs, enabling the Department of Commerce, Community and Economic Development (DCCED) to provide grants to communities and non-profits that provide services and/or benefits for low to moderate income individuals.  			X	6250000	65000																												
5104	FY2024 Final Enacted HB39	2024	38948	2	Department of Commerce, Community, and Economic Development		29	8	AP	National Petroleum Reserve - Alaska Impact Grant Program		Y	N	8	Development	34	Life / Health / Safety	G	NA	N	0		NA  	Various	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:30.43	SRWILLHOITE	6/16/2023 12:45:30.43	Arctic Village	40	Arctic (HD 40)	CAP 			Hannah Lager	9074655533	0	The National Petroleum Reserve - Alaska (NPR-A) program provides grants to communities for public facilities and services. Priority is given to those communities directly or severely impacted by the leases and development of oil and gas within the NPR-A. Funding comes from the federal government as a share of the funds received on leases issued within NPR-A. The project total amount is based on an estimate from the Department of Revenue in December 2022 for FY2022 revenues. 			X											32100000																			
5104	FY2024 Final Enacted HB39	2024	39067	10	Department of Labor and Workforce Development		2	7	AP	Business Enterprise Program: Facility Development and Equipment Replacement		N	N	10	General Government	2	Renewal and Replacement	G	NA	N	0		STAT	Projects as Approved	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:33.027	SRWILLHOITE	6/16/2023 12:45:33.027	Statewide	99	Statewide (HD 1 - 40)	CAP 	Duane Mayes	9073345963	Dan DeBartolo	9074655984	0	The Business Enterprise Program (AS 23.15.100) provides employment opportunities for blind individuals through the establishment and operation of vending facilities on federal and state properties. This appropriation will pay for construction of new vending facilities, replacement or repair of existing facility equipment, and further development of Business Enterprise Program assets.			X			1339750																											
5104	FY2024 Final Enacted HB39	2024	41376	5	Department of Environmental Conservation		5	18	AP*	Village Safe Water and Wastewater Infrastructure Projects		N	N	4	Health/Human Services	38	Water / Sewer / Solid Waste	G	NA	N	0		STAT	Various	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:31.897	SRWILLHOITE	6/16/2023 12:45:31.897	Statewide	99	Statewide (HD 1 - 40)	CAP 	Carrie Bohan	9074655143	Randy Bates	9074655307	25	The Village Safe Water program provides financial and technical assistance to rural communities to plan, design, and construct water and sewer system improvements. Sixty percent of the funding provides first-time service to communities while 40 percent is used for expansion, upgrade, and replacement of existing service.			X	222250000	24952959															500000													
5104	FY2024 Final Enacted HB39	2024	41923	16	Department of Transportation and Public Facilities		23	25	AL	Other Federal Program Match		N	Y	9	Transportation	6	Construction	G	NA	N	60772	T12O	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:42.78	SRWILLHOITE	6/16/2023 12:45:42.78	Statewide	99	Statewide (HD 1 - 40)	CAP 			Dom Pannone	9074652956		State match required for federal programs funded by the National Highway Transportation Safety Administration, the Federal Motor Carrier Safety Administration, and the Federal Transit Administration. State match is required for all federally eligible projects. Match calculation includes an additional two percent for potential ineligible costs. In the event of an emergency the other federal program match may be used to cover state emergency costs for unforeseen catastrophic weather events. 			X		1300000																												
5104	FY2024 Final Enacted HB39	2024	41959	2	Department of Commerce, Community, and Economic Development		37	8	AP	Arctic Winter Games Host Society		N	N	8	Development	31	Economic Assistance	G	Named Recipient	N	0	DE23	RECI	Arctic Winter Games Host Society	375	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:30.81	SRWILLHOITE	6/16/2023 12:45:30.81	Statewide	99	Statewide (HD 1 - 40)	CAP 			Catherine Reardon	9074652506		Mat-Su Borough is requesting $2 Million from the State of Alaska to support Mat-Su 2024 Arctic Winter Games. $1 Million is to adjust for inflation and $1 Million is to hire additional professional staff to compensate for a condensed timeframe.			X			1500000																											
5104	FY2024 Final Enacted HB39	2024	45390	15	Department of Revenue		13	4	AP	MH: AHFC Homeless Assistance Program		N	N	4	Health/Human Services	31	Economic Assistance	G	AHFC	Y	0	R24O	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:40.427	SRWILLHOITE	6/16/2023 12:45:40.427	Statewide	99	Statewide (HD 1 - 40)	CAP 	Laura Davis	9073308356	James Wiedle	9073308359	0	The Homeless Assistance Program provides grants to assist nonprofit organizations, local governments, and regional housing authorities in addressing the emergency needs of homeless and near-homeless.			X								850000							950000			6350000												
5104	FY2024 Final Enacted HB39	2024	45658	4	Department of Education and Early Development		2	5	AP	Major Maintenance Grant Fund for School Major Maintenance		N	N	7	Public Protection	34	Life / Health / Safety	N	NA	N	0		NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:31.673	SRWILLHOITE	6/16/2023 12:53:44.16	Statewide	99	Statewide (HD 1 - 40)	CAP 		          	Sabrina Javier	9079570718	0	SCS2 Add			X			19566500																											
5104	FY2024 Final Enacted HB39	2024	46946	5	Department of Environmental Conservation		3	18	AP	Oil and Hazardous Substance First Responder Equipment and Preparedness		N	N	4	Health/Human Services	34	Life / Health / Safety	G	NA	N	0	VE32	NA  		0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:31.803	SRWILLHOITE	6/16/2023 12:45:31.803	Statewide	99	Statewide (HD 1 - 40)	CAP 			Tiffany Larson	9074654040		This project will replace aged and outdated essential oil and hazardous substance first responder equipment and preparedness needs for prevention and emergency responses within Alaska.			X										750000																				
5104	FY2024 Final Enacted HB39	2024	48513	2	Department of Commerce, Community, and Economic Development		3	8	AP	Marine Exchange of Alaska - Alaska Vessel Tracking System Upgrades and Expansion		N	Y	9	Transportation	34	Life / Health / Safety	G	Named Recipient	N	0	DE13	RECI	Marine Exchange of Alaska	0	7/1/2023	6/30/2028	SRWILLHOITE	6/16/2023 12:45:29.157	SRWILLHOITE	6/16/2023 12:45:29.157	Statewide	99	Statewide (HD 1 - 40)	CAP 			Catherine Reardon	9074652506	0	"The purpose of this project is to operate, maintain, upgrade and expand the vessel tracking system provided by the non-profit Marine Exchange of Alaska that substantially contributes to safe, secure, efficient and environmentally sound maritime operations. The vessel tracking system affects all of Alaska's coastal communities and is a valuable tool for state agencies and the United States Coast Guard. 

The Marine Exchange of Alaska (MXAK) has the technology and capability to improve the marine communications infrastructure in Alaska's Arctic region."			X																											1200000			
